date,rank,product_name,slot,search_ratio,shopping_ratio
2026-05-21,1,쌀20kg,pm,24.60601,90.28741
2026-05-21,2,쌀10kg,pm,23.94937,81.26858
2026-05-21,3,닭가슴살,pm,74.58213,77.60158
2026-05-21,4,오메가3,pm,77.8892,60.35678
2026-05-21,5,참외,pm,32.04393,60.25768
2026-05-21,6,마늘쫑,pm,48.75915,78.59973
2026-05-21,7,꽃게,pm,63.05837,77.67503
2026-05-21,8,매실,pm,51.26447,74.50462
2026-05-21,9,생수,pm,58.92224,71.99471
2026-05-21,10,계란,pm,72.41786,69.2206
2026-05-21,11,창억떡,pm,66.7445,56.39344
2026-05-21,12,마그네슘,pm,20.7334,55.84699
2026-05-21,13,수박,pm,19.02297,52.67759
2026-05-21,14,콜라겐,pm,11.99823,52.34972
2026-05-21,15,사과,pm,17.52082,51.25683
2026-05-21,16,하스카프베리,pm,100.0,88.08593
2026-05-21,17,임박,pm,3.84236,87.5
2026-05-21,18,유산균,pm,43.91625,86.71875
2026-05-21,19,블루베리,pm,50.34482,85.15625
2026-05-21,20,참외10kg,pm,7.64778,83.98437
