date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-05-11,pm,rising,naver_top200,고구마,고구마,36,21-50,86.0,50.0,up,▲ 50단계,N,N,2026-05-10,pm,86.0,1.0,7,14,19,36,108,58.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 19일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"고구마은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 36위이며, 최근 7일 중 7일 등장했습니다.",agri,뿌리채소,농산물,N,,21~50_전량수집
2026-05-11,pm,rising,naver_top200,참기름,참기름,39,21-50,70.0,31.0,up,▲ 31단계,N,N,2026-05-10,pm,70.0,1.0,7,14,19,39,154,80.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 19일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"참기름은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 39위이며, 최근 7일 중 7일 등장했습니다.",ingredient,오일/유지,가공식품,N,,참깨_원재료_가공식품
2026-05-11,pm,rising,naver_top200,복숭아,복숭아,43,21-50,182.0,139.0,up,▲ 139단계,N,N,2026-05-10,pm,182.0,1.0,7,13,9,43,182,108.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 9일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"복숭아은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 43위이며, 최근 7일 중 7일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-05-11,pm,rising,naver_top200,옥수수,옥수수,96,51-100,155.0,59.0,up,▲ 59단계,N,N,2026-05-10,pm,155.0,1.0,5,11,4,96,195,85.0,NAVER_WARMING_FAST,85.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 4일 연속 등장,WARMING,high,관찰 강화,"옥수수은 관심 형성 구간에 있는 후보입니다. 현재 96위이며, 순위 변화는 ▲ 59단계입니다.",agri,곡물성 채소,농산물,N,,Top200_확장후보
2026-05-11,pm,rising,naver_top200,진미채,진미채,61,51-100,110.0,49.0,up,▲ 49단계,N,N,2026-05-10,pm,110.0,1.0,7,14,19,60,152,40.0,NAVER_WARMING_FAST,83.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 19일 연속 등장,WARMING,high,관찰 강화,"진미채은 관심 형성 구간에 있는 후보입니다. 현재 61위이며, 순위 변화는 ▲ 49단계입니다.",seafood,건어물,가공식품,N,,수산_가공식품
2026-05-11,pm,rising,naver_top200,la갈비,la갈비,74,51-100,113.0,39.0,up,▲ 39단계,N,N,2026-05-10,pm,113.0,1.0,6,10,3,63,178,104.0,NAVER_WARMING_FAST,83.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 3일 연속 등장,WARMING,high,관찰 강화,"la갈비은 관심 형성 구간에 있는 후보입니다. 현재 74위이며, 순위 변화는 ▲ 39단계입니다.",meat,소고기,meat,N,,Top200_확장후보
2026-05-11,pm,rising,naver_top200,갑오징어,갑오징어,92,51-100,128.0,36.0,up,▲ 36단계,N,N,2026-05-10,pm,128.0,1.0,7,14,15,87,159,31.0,NAVER_WARMING_FAST,83.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 15일 연속 등장,WARMING,high,관찰 강화,"갑오징어은 관심 형성 구간에 있는 후보입니다. 현재 92위이며, 순위 변화는 ▲ 36단계입니다.",seafood,건어물,수산물,N,,Top200_확장후보
2026-05-11,pm,rising,naver_top200,김치,김치,76,51-100,167.0,91.0,up,▲ 91단계,N,N,2026-05-10,pm,167.0,1.0,7,14,19,26,184,14.0,NAVER_WARMING_FAST,80.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 19일 연속 등장,WARMING,high,관찰 강화,"김치은 관심 형성 구간에 있는 후보입니다. 현재 76위이며, 순위 변화는 ▲ 91단계입니다.",processed,김치/절임,가공식품,N,,농산_가공식품
2026-05-11,pm,rising,naver_top200,햇감자,햇감자,129,101-200,200.0,71.0,up,▲ 71단계,N,N,2026-05-10,pm,200.0,1.0,7,12,10,102,200,67.0,NAVER_WATCH,80.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 10일 연속 등장,WATCH,high,추가 관찰,햇감자은 초기 관찰 후보입니다. 최근 3일 기준 67단계 상승 흐름이 확인됩니다.,agri,뿌리채소,농산물,N,,Top200_확장후보
2026-05-11,pm,rising,naver_top200,오트밀,오트밀,77,51-100,100.0,23.0,up,▲ 23단계,N,N,2026-05-10,pm,100.0,1.0,7,14,19,77,152,39.0,NAVER_WARMING_FAST,78.0,중위권 관심 형성 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 19일 연속 등장,WARMING,high,관찰 강화,"오트밀은 관심 형성 구간에 있는 후보입니다. 현재 77위이며, 순위 변화는 ▲ 23단계입니다.",processed,가공식품,가공식품,N,,농산_가공식품
