product_name,period,search_ratio,search_keywords,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-30,7.58673,bnr17유산균,34.27065,bnr17유산균
bnr17유산균,2026-05-01,15.19703,bnr17유산균,39.54305,bnr17유산균
bnr17유산균,2026-05-02,11.1975,bnr17유산균,29.34973,bnr17유산균
bnr17유산균,2026-05-03,17.86534,bnr17유산균,48.50615,bnr17유산균
bnr17유산균,2026-05-04,5.34841,bnr17유산균,25.4833,bnr17유산균
bnr17유산균,2026-05-05,13.71267,bnr17유산균,45.16695,bnr17유산균
bnr17유산균,2026-05-06,10.14313,bnr17유산균,39.54305,bnr17유산균
bnr17유산균,2026-05-07,12.2283,bnr17유산균,41.65202,bnr17유산균
bnr17유산균,2026-05-08,14.51964,bnr17유산균,35.85237,bnr17유산균
bnr17유산균,2026-05-09,11.59804,bnr17유산균,45.51845,bnr17유산균
bnr17유산균,2026-05-10,14.65512,bnr17유산균,63.26889,bnr17유산균
bnr17유산균,2026-05-11,11.71585,bnr17유산균,43.05799,bnr17유산균
bnr17유산균,2026-05-12,9.61889,bnr17유산균,44.28822,bnr17유산균
bnr17유산균,2026-05-13,9.17123,bnr17유산균,44.81546,bnr17유산균
cca주스,2026-04-30,8.81659,cca주스,50.7772,cca주스
cca주스,2026-05-01,9.24092,cca주스,54.14507,cca주스
cca주스,2026-05-02,9.71239,cca주스,56.47668,cca주스
cca주스,2026-05-03,9.57095,cca주스,59.84455,cca주스
cca주스,2026-05-04,10.066,cca주스,45.07772,cca주스
cca주스,2026-05-05,12.47053,cca주스,47.92746,cca주스
cca주스,2026-05-06,12.16407,cca주스,52.84974,cca주스
cca주스,2026-05-07,11.07967,cca주스,50.0,cca주스
cca주스,2026-05-08,9.24092,cca주스,54.66321,cca주스
cca주스,2026-05-09,7.94436,cca주스,36.26943,cca주스
cca주스,2026-05-10,10.18387,cca주스,53.36787,cca주스
cca주스,2026-05-11,9.68882,cca주스,42.22797,cca주스
cca주스,2026-05-12,9.87741,cca주스,49.74093,cca주스
cca주스,2026-05-13,10.84394,cca주스,72.27979,cca주스
g7블랙커피,2026-04-30,8.26961,g7블랙커피,53.53159,g7블랙커피
g7블랙커피,2026-05-01,10.47861,g7블랙커피,57.62081,g7블랙커피
g7블랙커피,2026-05-02,9.20419,g7블랙커피,54.27509,g7블랙커피
g7블랙커피,2026-05-03,10.28037,g7블랙커피,48.69888,g7블랙커피
g7블랙커피,2026-05-04,8.9493,g7블랙커피,43.12267,g7블랙커피
g7블랙커피,2026-05-05,9.20419,g7블랙커피,42.75092,g7블랙커피
g7블랙커피,2026-05-06,10.0538,g7블랙커피,47.21189,g7블랙커피
g7블랙커피,2026-05-07,10.79014,g7블랙커피,67.65799,g7블랙커피
g7블랙커피,2026-05-08,11.92296,g7블랙커피,62.45353,g7블랙커피
g7블랙커피,2026-05-09,10.02548,g7블랙커피,55.01858,g7블랙커피
g7블랙커피,2026-05-10,10.33701,g7블랙커피,44.60966,g7블랙커피
g7블랙커피,2026-05-11,10.67686,g7블랙커피,62.82527,g7블랙커피
g7블랙커피,2026-05-12,11.49815,g7블랙커피,52.41635,g7블랙커피
g7블랙커피,2026-05-13,12.12121,g7블랙커피,78.43866,g7블랙커피
la갈비,2026-04-30,46.96061,la갈비,47.79874,la갈비
la갈비,2026-05-01,45.03424,la갈비,29.55974,la갈비
la갈비,2026-05-02,44.09246,la갈비,51.88679,la갈비
la갈비,2026-05-03,52.39726,la갈비,55.97484,la갈비
la갈비,2026-05-04,54.53767,la갈비,68.23899,la갈비
la갈비,2026-05-05,57.96232,la갈비,87.42138,la갈비
la갈비,2026-05-06,57.57705,la갈비,100.0,la갈비
la갈비,2026-05-07,56.97773,la갈비,86.79245,la갈비
la갈비,2026-05-08,51.84075,la갈비,50.94339,la갈비
la갈비,2026-05-09,48.9726,la갈비,51.25786,la갈비
la갈비,2026-05-10,49.70034,la갈비,72.32704,la갈비
la갈비,2026-05-11,53.46746,la갈비,94.02515,la갈비
la갈비,2026-05-12,49.10102,la갈비,93.71069,la갈비
la갈비,2026-05-13,45.03424,la갈비,61.00628,la갈비
nmn영양제,2026-04-30,36.05164,nmn영양제,41.27516,nmn영양제
nmn영양제,2026-05-01,34.55657,nmn영양제,26.17449,nmn영양제
nmn영양제,2026-05-02,87.15596,nmn영양제,63.08724,nmn영양제
nmn영양제,2026-05-03,69.41896,nmn영양제,41.27516,nmn영양제
nmn영양제,2026-05-04,44.92014,nmn영양제,31.20805,nmn영양제
nmn영양제,2026-05-05,39.04179,nmn영양제,25.83892,nmn영양제
nmn영양제,2026-05-06,39.14373,nmn영양제,25.16778,nmn영양제
nmn영양제,2026-05-07,65.88515,nmn영양제,50.67114,nmn영양제
nmn영양제,2026-05-08,36.90112,nmn영양제,31.54362,nmn영양제
nmn영양제,2026-05-09,33.80903,nmn영양제,19.12751,nmn영양제
nmn영양제,2026-05-10,84.26775,nmn영양제,54.36241,nmn영양제
nmn영양제,2026-05-11,56.54094,nmn영양제,57.71812,nmn영양제
nmn영양제,2026-05-12,76.18076,nmn영양제,56.04026,nmn영양제
nmn영양제,2026-05-13,76.14678,nmn영양제,70.46979,nmn영양제
감자,2026-04-30,38.04737,감자,72.1689,감자
감자,2026-05-01,33.52476,감자,69.86564,감자
감자,2026-05-02,32.83082,감자,76.19961,감자
감자,2026-05-03,38.66953,감자,78.69481,감자
감자,2026-05-04,39.2199,감자,87.52399,감자
감자,2026-05-05,43.59894,감자,93.85796,감자
감자,2026-05-06,44.67575,감자,93.28214,감자
감자,2026-05-07,43.62287,감자,98.46449,감자
감자,2026-05-08,38.26274,감자,79.65451,감자
감자,2026-05-09,33.76405,감자,80.80614,감자
감자,2026-05-10,37.01842,감자,79.07869,감자
감자,2026-05-11,54.43886,감자,96.92898,감자
감자,2026-05-12,58.9854,감자,100.0,감자
감자,2026-05-13,55.34816,감자,83.68522,감자
갑오징어,2026-04-30,8.29357,갑오징어,33.56766,갑오징어
갑오징어,2026-05-01,9.63067,갑오징어,31.81019,갑오징어
갑오징어,2026-05-02,9.49519,갑오징어,30.57996,갑오징어
갑오징어,2026-05-03,9.45396,갑오징어,39.89455,갑오징어
갑오징어,2026-05-04,8.67055,갑오징어,36.20386,갑오징어
갑오징어,2026-05-05,8.53507,갑오징어,37.96133,갑오징어
갑오징어,2026-05-06,10.75572,갑오징어,44.81546,갑오징어
갑오징어,2026-05-07,9.97231,갑오징어,40.77328,갑오징어
갑오징어,2026-05-08,9.02986,갑오징어,43.05799,갑오징어
갑오징어,2026-05-09,9.76615,갑오징어,33.21616,갑오징어
갑오징어,2026-05-10,9.02986,갑오징어,38.48857,갑오징어
갑오징어,2026-05-11,8.89438,갑오징어,47.62741,갑오징어
갑오징어,2026-05-12,8.77068,갑오징어,43.93673,갑오징어
갑오징어,2026-05-13,8.91794,갑오징어,43.93673,갑오징어
강황가루,2026-04-30,15.70286,강황가루,48.50498,강황가루
강황가루,2026-05-01,18.38269,강황가루,48.50498,강황가루
강황가루,2026-05-02,15.70286,강황가루,45.84717,강황가루
강황가루,2026-05-03,19.0409,강황가루,59.13621,강황가루
강황가루,2026-05-04,15.93794,강황가루,33.22259,강황가루
강황가루,2026-05-05,15.65585,강황가루,50.16611,강황가루
강황가루,2026-05-06,19.13493,강황가루,60.13289,강황가루
강황가루,2026-05-07,17.63046,강황가루,49.16943,강황가루
강황가루,2026-05-08,16.97226,강황가루,45.18272,강황가루
강황가루,2026-05-09,15.84391,강황가루,49.83388,강황가루
강황가루,2026-05-10,17.91255,강황가루,52.82392,강황가루
강황가루,2026-05-11,16.50211,강황가루,58.80398,강황가루
강황가루,2026-05-12,16.83121,강황가루,47.17607,강황가루
강황가루,2026-05-13,19.98119,강황가루,72.42524,강황가루
검은콩두유,2026-04-30,30.69349,검은콩두유,48.74213,검은콩두유
검은콩두유,2026-05-01,29.10958,검은콩두유,49.0566,검은콩두유
검은콩두유,2026-05-02,27.6113,검은콩두유,44.96855,검은콩두유
검은콩두유,2026-05-03,36.4726,검은콩두유,62.26415,검은콩두유
검은콩두유,2026-05-04,38.14212,검은콩두유,56.2893,검은콩두유
검은콩두유,2026-05-05,35.57363,검은콩두유,54.40251,검은콩두유
검은콩두유,2026-05-06,39.5976,검은콩두유,62.57861,검은콩두유
검은콩두유,2026-05-07,36.60102,검은콩두유,62.89308,검은콩두유
검은콩두유,2026-05-08,31.37842,검은콩두유,62.57861,검은콩두유
검은콩두유,2026-05-09,29.02397,검은콩두유,46.54088,검은콩두유
검은콩두유,2026-05-10,32.53424,검은콩두유,68.23899,검은콩두유
검은콩두유,2026-05-11,40.28253,검은콩두유,65.4088,검은콩두유
