date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-05-03,pm,rising,naver_top200,암꽃게,암꽃게,49,21-50,119.0,70.0,up,▲ 70단계,N,N,2026-05-02,pm,119.0,1.0,5,9,4,26,119,41.0,NAVER_RISING_FAST,94.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 4일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"암꽃게은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 49위이며, 최근 7일 중 5일 등장했습니다.",seafood,갑각류,수산물,N,,21~50_전량수집
2026-05-03,pm,rising,naver_top200,견과류,견과류,63,51-100,137.0,74.0,up,▲ 74단계,N,N,2026-05-02,pm,137.0,1.0,7,11,11,50,137,50.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"견과류은 관심 형성 구간에 있는 후보입니다. 현재 63위이며, 순위 변화는 ▲ 74단계입니다.",agri,견과류,가공식품,N,,농산_가공식품
2026-05-03,pm,rising,naver_top200,당근,당근,76,51-100,189.0,113.0,up,▲ 113단계,N,N,2026-05-02,pm,189.0,1.0,7,11,11,47,189,104.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"당근은 관심 형성 구간에 있는 후보입니다. 현재 76위이며, 순위 변화는 ▲ 113단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,계란,계란,39,21-50,67.0,28.0,up,▲ 28단계,N,N,2026-05-02,pm,67.0,1.0,6,9,6,31,78,39.0,NAVER_RISING_FAST,91.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 6일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"계란은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 39위이며, 최근 7일 중 6일 등장했습니다.",meat,계란,가공식품,N,,축산_가공식품
2026-05-03,pm,rising,naver_top200,블루베리,블루베리,23,21-50,58.0,35.0,up,▲ 35단계,N,N,2026-05-02,pm,58.0,1.0,7,11,11,23,62,11.0,NAVER_RISING_FAST,88.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"블루베리은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 23위이며, 최근 7일 중 7일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-05-03,pm,rising,naver_top200,오렌지,오렌지,35,21-50,54.0,19.0,up,▲ 19단계,N,N,2026-05-02,pm,54.0,1.0,7,11,11,22,69,34.0,NAVER_RISING_FAST,86.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"오렌지은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 35위이며, 최근 7일 중 7일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-05-03,pm,rising,naver_top200,들기름,들기름,95,51-100,154.0,59.0,up,▲ 59단계,N,N,2026-05-02,pm,154.0,1.0,5,7,3,95,192,56.0,NAVER_WARMING_FAST,85.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 3일 연속 등장,WARMING,high,관찰 강화,"들기름은 관심 형성 구간에 있는 후보입니다. 현재 95위이며, 순위 변화는 ▲ 59단계입니다.",ingredient,오일/유지,가공식품,N,,들깨_원재료_가공식품
2026-05-03,pm,rising,naver_top200,옥수수,옥수수,97,51-100,190.0,93.0,up,▲ 93단계,N,N,2026-05-02,pm,190.0,1.0,6,9,3,97,190,41.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 3일 연속 등장,WARMING,high,관찰 강화,"옥수수은 관심 형성 구간에 있는 후보입니다. 현재 97위이며, 순위 변화는 ▲ 93단계입니다.",agri,곡물성 채소,농산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,쌀,쌀,75,51-100,114.0,39.0,up,▲ 39단계,N,N,2026-05-02,pm,114.0,1.0,7,11,11,75,169,37.0,NAVER_WARMING_FAST,83.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"쌀은 관심 형성 구간에 있는 후보입니다. 현재 75위이며, 순위 변화는 ▲ 39단계입니다.",grain,쌀,농산물,N,,농산_가공식품
2026-05-03,pm,rising,naver_top200,아몬드,아몬드,34,21-50,46.0,12.0,up,▲ 12단계,N,N,2026-05-02,pm,46.0,1.0,7,11,11,34,122,22.0,NAVER_RISING_FAST,82.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"아몬드은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 34위이며, 최근 7일 중 7일 등장했습니다.",agri,견과류,농산물,N,,21~50_전량수집
2026-05-03,pm,rising,naver_top200,고추장,고추장,84,51-100,132.0,48.0,up,▲ 48단계,N,N,2026-05-02,pm,132.0,1.0,5,7,3,84,192,108.0,NAVER_WARMING_FAST,80.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 3일 연속 등장,WARMING,high,관찰 강화,"고추장은 관심 형성 구간에 있는 후보입니다. 현재 84위이며, 순위 변화는 ▲ 48단계입니다.",processed,장류/소스,가공식품,N,,농산_가공식품
2026-05-03,pm,rising,naver_top200,구운계란,구운계란,40,21-50,50.0,10.0,up,▲ 10단계,N,N,2026-05-02,pm,50.0,1.0,7,11,11,23,50,10.0,NAVER_RISING,78.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"구운계란은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 40위이며, 최근 7일 중 7일 등장했습니다.",processed,축산가공,가공식품,N,,축산_가공식품
2026-05-03,pm,rising,naver_top200,누룽지,누룽지,50,21-50,55.0,5.0,up,▲ 5단계,N,N,2026-05-02,pm,55.0,1.0,7,11,11,50,192,21.0,NAVER_RISING_FAST,77.0,Top20 진입 직전 구간 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"누룽지은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 50위이며, 최근 7일 중 7일 등장했습니다.",processed,가공식품,가공식품,N,,농산_가공식품
2026-05-03,pm,rising,naver_top200,김치,김치,110,101-200,160.0,50.0,up,▲ 50단계,N,N,2026-05-02,pm,160.0,1.0,7,11,11,70,170,40.0,NAVER_WATCH,76.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WATCH,high,추가 관찰,김치은 초기 관찰 후보입니다. 최근 3일 기준 40단계 상승 흐름이 확인됩니다.,processed,김치/절임,가공식품,N,,반찬_가공식품
2026-05-03,pm,rising,naver_top200,두쫀쿠,두바이쫀득쿠키,112,101-200,179.0,67.0,up,▲ 67단계,N,N,2026-05-02,pm,179.0,1.0,7,11,11,73,179,36.0,NAVER_WATCH,76.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WATCH,high,추가 관찰,두쫀쿠은 초기 관찰 후보입니다. 최근 3일 기준 36단계 상승 흐름이 확인됩니다.,dessert,베이커리/디저트,가공식품,N,,디저트/떡
2026-05-03,pm,rising,naver_top200,두리안,두리안,142,101-200,193.0,51.0,up,▲ 51단계,N,N,2026-05-02,pm,193.0,1.0,7,10,10,101,193,39.0,NAVER_WATCH,76.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 10일 연속 등장,WATCH,high,추가 관찰,두리안은 초기 관찰 후보입니다. 최근 3일 기준 39단계 상승 흐름이 확인됩니다.,agri,농산물 원물,농산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,진미채,진미채,83,51-100,152.0,69.0,up,▲ 69단계,N,N,2026-05-02,pm,152.0,1.0,7,11,11,77,161,8.0,NAVER_WARMING_FAST,74.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"진미채은 관심 형성 구간에 있는 후보입니다. 현재 83위이며, 순위 변화는 ▲ 69단계입니다.",seafood,건어물,가공식품,N,,수산_가공식품
2026-05-03,pm,rising,naver_top200,호두,호두,70,51-100,83.0,13.0,up,▲ 13단계,N,N,2026-05-02,pm,83.0,1.0,7,11,11,65,138,33.0,NAVER_WARMING_FAST,73.0,중위권 관심 형성 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"호두은 관심 형성 구간에 있는 후보입니다. 현재 70위이며, 순위 변화는 ▲ 13단계입니다.",agri,견과류,농산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,버터,버터,77,51-100,130.0,53.0,up,▲ 53단계,N,N,2026-05-02,pm,130.0,1.0,7,11,11,72,164,-5.0,NAVER_WARMING_FAST,73.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"버터은 관심 형성 구간에 있는 후보입니다. 현재 77위이며, 순위 변화는 ▲ 53단계입니다.",ingredient,유제품원료,가공식품,N,,유제품
2026-05-03,pm,rising,naver_top200,두릅,두릅,68,51-100,125.0,57.0,up,▲ 57단계,N,N,2026-05-02,pm,125.0,1.0,7,9,9,21,125,-7.0,NAVER_WARMING_FAST,72.6,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 7일 중 7일 등장 · 9일 연속 등장,WARMING,high,관찰 강화,"두릅은 관심 형성 구간에 있는 후보입니다. 현재 68위이며, 순위 변화는 ▲ 57단계입니다.",agri,엽채/나물,농산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,갑오징어,갑오징어,120,101-200,159.0,39.0,up,▲ 39단계,N,N,2026-05-02,pm,159.0,1.0,7,9,7,74,188,35.0,NAVER_WATCH,71.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 7일 연속 등장,WATCH,high,추가 관찰,갑오징어은 초기 관찰 후보입니다. 최근 3일 기준 35단계 상승 흐름이 확인됩니다.,seafood,건어물,수산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,땅콩버터,땅콩버터,59,51-100,84.0,25.0,up,▲ 25단계,N,N,2026-05-02,pm,84.0,1.0,7,11,11,58,85,18.0,NAVER_WARMING_FAST,70.0,중위권 관심 형성 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"땅콩버터은 관심 형성 구간에 있는 후보입니다. 현재 59위이며, 순위 변화는 ▲ 25단계입니다.",processed,스프레드/소스,가공식품,N,,유제품
2026-05-03,pm,rising,naver_top200,그릭요거트,그릭요거트,46,21-50,61.0,15.0,up,▲ 15단계,N,N,2026-05-02,pm,61.0,1.0,7,11,11,23,66,-15.0,NAVER_RISING,69.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"그릭요거트은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 46위이며, 최근 7일 중 7일 등장했습니다.",dessert,간식/디저트,가공식품,N,,유제품_고단백_간식
2026-05-03,pm,rising,naver_top200,고구마,고구마,64,51-100,102.0,38.0,up,▲ 38단계,N,N,2026-05-02,pm,102.0,1.0,7,11,11,27,102,3.0,NAVER_WARMING_FAST,69.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"고구마은 관심 형성 구간에 있는 후보입니다. 현재 64위이며, 순위 변화는 ▲ 38단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-05-03,pm,rising,naver_top200,곱창김,곱창김,131,101-200,178.0,47.0,up,▲ 47단계,N,N,2026-05-02,pm,178.0,1.0,5,8,3,97,184,53.0,NAVER_WATCH,68.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 3일 연속 등장,WATCH,high,추가 관찰,곱창김은 초기 관찰 후보입니다. 최근 3일 기준 53단계 상승 흐름이 확인됩니다.,seafood,해조류,가공식품,N,,수산_가공식품
