product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num,row_order
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,,,평균,,2026,04/20,456,2026-04-20,2026-04-20,456.0,4068
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,,,평년,,2026,04/20,563,2026-04-20,2026-04-20,563.0,4077
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),서울,복조리,2026,04/20,400,2026-04-20,2026-04-20,400.0,4086
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),서울,L-유통,2026,04/20,665,2026-04-20,2026-04-20,665.0,4095
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),부산,부전,2026,04/20,380,2026-04-20,2026-04-20,380.0,4104
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),부산,H-유통,2026,04/20,398,2026-04-20,2026-04-20,398.0,4113
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),대구,칠성,2026,04/20,500,2026-04-20,2026-04-20,500.0,4122
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),인천,현대,2026,04/20,530,2026-04-20,2026-04-20,530.0,4131
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),광주,양동,2026,04/20,500,2026-04-20,2026-04-20,500.0,4140
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),울산,신정,2026,04/20,460,2026-04-20,2026-04-20,460.0,4149
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),수원,지동,2026,04/20,400,2026-04-20,2026-04-20,400.0,4158
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),춘천,중앙,2026,04/20,370,2026-04-20,2026-04-20,370.0,4167
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),청주,육거리,2026,04/20,460,2026-04-20,2026-04-20,460.0,4176
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),전주,남부,2026,04/20,430,2026-04-20,2026-04-20,430.0,4185
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),순천,역전,2026,04/20,420,2026-04-20,2026-04-20,420.0,4194
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),포항,죽도,2026,04/20,410,2026-04-20,2026-04-20,410.0,4203
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),창원,상남,2026,04/20,440,2026-04-20,2026-04-20,440.0,4212
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),제주,동문,2026,04/20,530,2026-04-20,2026-04-20,530.0,4221
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,,,평균,,2026,04/21,462,2026-04-21,2026-04-21,462.0,4069
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,,,평년,,2026,04/21,563,2026-04-21,2026-04-21,563.0,4078
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),서울,복조리,2026,04/21,-,2026-04-21,2026-04-21,,4087
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),서울,L-유통,2026,04/21,665,2026-04-21,2026-04-21,665.0,4096
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),부산,부전,2026,04/21,380,2026-04-21,2026-04-21,380.0,4105
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),부산,H-유통,2026,04/21,-,2026-04-21,2026-04-21,,4114
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),대구,칠성,2026,04/21,500,2026-04-21,2026-04-21,500.0,4123
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),인천,현대,2026,04/21,530,2026-04-21,2026-04-21,530.0,4132
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),광주,양동,2026,04/21,500,2026-04-21,2026-04-21,500.0,4141
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),울산,신정,2026,04/21,460,2026-04-21,2026-04-21,460.0,4150
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),수원,지동,2026,04/21,400,2026-04-21,2026-04-21,400.0,4159
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),춘천,중앙,2026,04/21,370,2026-04-21,2026-04-21,370.0,4168
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),청주,육거리,2026,04/21,430,2026-04-21,2026-04-21,430.0,4177
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),전주,남부,2026,04/21,430,2026-04-21,2026-04-21,430.0,4186
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),순천,역전,2026,04/21,420,2026-04-21,2026-04-21,420.0,4195
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),포항,죽도,2026,04/21,410,2026-04-21,2026-04-21,410.0,4204
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),창원,상남,2026,04/21,440,2026-04-21,2026-04-21,440.0,4213
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),제주,동문,2026,04/21,530,2026-04-21,2026-04-21,530.0,4222
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,,,평균,,2026,04/22,458,2026-04-22,2026-04-22,458.0,4070
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,,,평년,,2026,04/22,563,2026-04-22,2026-04-22,563.0,4079
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),서울,복조리,2026,04/22,-,2026-04-22,2026-04-22,,4088
