product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),제주,동문,2026,05/11,-,2026-05-11,2026-05-11,
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),제주,동문,2026,05/11,-,2026-05-11,2026-05-11,
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/11,900,2026-05-11,2026-05-11,900.0
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/06,532,2026-05-06,2026-05-06,532.0
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/11,"65,700",2026-05-11,2026-05-11,65700.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/11,"61,000",2026-05-11,2026-05-11,61000.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,05/11,"4,990",2026-05-11,2026-05-11,4990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,05/11,"4,330",2026-05-11,2026-05-11,4330.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,05/11,"4,990",2026-05-11,2026-05-11,4990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,05/11,"4,330",2026-05-11,2026-05-11,4330.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/11,"39,600",2026-05-11,2026-05-11,39600.0
고구마,wholesale,100,151,00,05,고구마,밤,중품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/11,"34,200",2026-05-11,2026-05-11,34200.0
고구마,wholesale,100,151,00,07,고구마,밤,유기농,,고구마,밤(10kg),대전,오정도매,2026,05/11,"39,600",2026-05-11,2026-05-11,39600.0
고구마,wholesale,100,151,00,08,고구마,밤,무농약,,고구마,밤(10kg),대전,오정도매,2026,05/11,"34,200",2026-05-11,2026-05-11,34200.0
고등어,retail,600,611,03,05,고등어,국산(염장),중품,1손,고등어,국산(염장)(.5손),제주,E-유통,2026,05/11,"3,590",2026-05-11,2026-05-11,3590.0
고등어,retail,600,611,03,21,고등어,국산(염장),中,,고등어,국산(염장)(.5손),제주,E-유통,2026,05/11,"3,590",2026-05-11,2026-05-11,3590.0
고등어,retail,600,611,05,20,고등어,국산(신선 냉장),大,1마리,고등어,국산(신선 냉장)(1마리),제주,E-유통,2026,05/11,"3,840",2026-05-11,2026-05-11,3840.0
고등어,retail,600,611,05,21,고등어,국산(신선 냉장),中,1마리,고등어,국산(신선 냉장)(1마리),제주,E-유통,2026,05/11,-,2026-05-11,2026-05-11,
고등어,retail,600,611,08,20,고등어,수입산(염장),大,1손,고등어,수입산(염장)(.5손),제주,E-유통,2026,05/11,"9,840",2026-05-11,2026-05-11,9840.0
고등어,wholesale,600,611,01,05,고등어,생선,중품,10kg,고등어,생선(10kg),대전,오정도매,2026,05/04,"61,600",2026-05-04,2026-05-04,61600.0
고등어,wholesale,600,611,02,05,고등어,냉동,중품,10kg,고등어,냉동(10kg),대전,오정도매,2026,05/11,"40,000",2026-05-11,2026-05-11,40000.0
고등어,wholesale,600,611,04,05,고등어,냉동(수입),중품,20kg,고등어,냉동(수입)(20kg),대전,오정도매,2026,05/11,"183,000",2026-05-11,2026-05-11,183000.0
꽃게,retail,600,656,02,05,꽃게,암꽃게(냉동),중품,,꽃게,암꽃게(냉동)(1kg),제주,E-유통,2026,05/11,"13,800",2026-05-11,2026-05-11,13800.0
당근,retail,200,232,01,04,당근,무세척,상품,1kg,당근,무세척(1kg),제주,E-유통,2026,05/11,"4,500",2026-05-11,2026-05-11,4500.0
당근,retail,200,232,01,05,당근,무세척,중품,1kg,당근,무세척(1kg),제주,E-유통,2026,05/06,"4,660",2026-05-06,2026-05-06,4660.0
당근,wholesale,200,232,01,04,당근,무세척,상품,20kg,당근,무세척(20kg),대전,오정도매,2026,05/11,"35,000",2026-05-11,2026-05-11,35000.0
당근,wholesale,200,232,01,05,당근,무세척,중품,20kg,당근,무세척(20kg),대전,오정도매,2026,05/11,"31,100",2026-05-11,2026-05-11,31100.0
당근,wholesale,200,232,10,05,당근,세척(수입),중품,10kg,당근,세척(수입)(10kg),대전,오정도매,2026,05/11,"9,330",2026-05-11,2026-05-11,9330.0
딸기,retail,200,226,00,04,딸기,딸기,상품,100g,딸기,딸기(100g),제주,E-유통,2026,05/11,-,2026-05-11,2026-05-11,
딸기,retail,200,226,00,05,딸기,딸기,중품,100g,딸기,딸기(100g),제주,동문,2026,05/11,900,2026-05-11,2026-05-11,900.0
딸기,retail,200,226,00,07,딸기,딸기,유기농,,딸기,딸기(100g),제주,E-유통,2026,05/11,-,2026-05-11,2026-05-11,
딸기,retail,200,226,00,08,딸기,딸기,무농약,,딸기,딸기(100g),제주,동문,2026,05/11,900,2026-05-11,2026-05-11,900.0
딸기,wholesale,200,226,00,04,딸기,딸기,상품,2kg,딸기,딸기(2kg),대전,오정도매,2026,04/30,"14,600",2026-04-30,2026-04-30,14600.0
딸기,wholesale,200,226,00,05,딸기,딸기,중품,2kg,딸기,딸기(2kg),대전,오정도매,2026,04/30,"10,000",2026-04-30,2026-04-30,10000.0
딸기,wholesale,200,226,00,07,딸기,딸기,유기농,,딸기,딸기(2kg),대전,오정도매,2026,04/30,"14,600",2026-04-30,2026-04-30,14600.0
딸기,wholesale,200,226,00,08,딸기,딸기,무농약,,딸기,딸기(2kg),대전,오정도매,2026,04/30,"10,000",2026-04-30,2026-04-30,10000.0
망고,retail,400,428,00,04,망고,수입,상품,1개,망고,수입(1개),제주,E-유통,2026,05/11,"4,990",2026-05-11,2026-05-11,4990.0
망고,wholesale,400,428,00,04,망고,수입,상품,5kg,망고,수입(5kg),대전,오정도매,2026,05/11,"44,500",2026-05-11,2026-05-11,44500.0
망고,wholesale,400,428,00,05,망고,수입,중품,5kg,망고,수입(5kg),대전,오정도매,2026,05/11,"42,300",2026-05-11,2026-05-11,42300.0
방울토마토,retail,200,422,01,04,방울토마토,방울토마토,상품,1kg,방울토마토,방울토마토(1kg),김해,A-유통,2026,05/11,-,2026-05-11,2026-05-11,
방울토마토,retail,200,422,01,07,방울토마토,방울토마토,유기농,,방울토마토,방울토마토(1kg),김해,A-유통,2026,05/11,-,2026-05-11,2026-05-11,
방울토마토,retail,200,422,02,04,방울토마토,대추방울토마토,상품,1kg,방울토마토,대추방울토마토(1kg),제주,E-유통,2026,05/11,"7,990",2026-05-11,2026-05-11,7990.0
방울토마토,wholesale,200,422,02,04,방울토마토,대추방울토마토,상품,1kg,방울토마토,대추방울토마토(1kg),대전,오정도매,2026,05/11,"5,730",2026-05-11,2026-05-11,5730.0
방울토마토,wholesale,200,422,02,05,방울토마토,대추방울토마토,중품,1kg,방울토마토,대추방울토마토(1kg),대전,오정도매,2026,05/11,"4,000",2026-05-11,2026-05-11,4000.0
사과,retail,400,411,05,04,사과,후지,상품,10개,사과,후지(10개),제주,E-유통,2026,05/11,"21,900",2026-05-11,2026-05-11,21900.0
사과,retail,400,411,05,05,사과,후지,중품,10개,사과,후지(10개),제주,E-유통,2026,05/11,"18,300",2026-05-11,2026-05-11,18300.0
사과,retail,400,411,05,07,사과,후지,유기농,,사과,후지(10개),제주,E-유통,2026,05/11,"21,900",2026-05-11,2026-05-11,21900.0
사과,retail,400,411,05,08,사과,후지,무농약,,사과,후지(10개),제주,E-유통,2026,05/11,"18,300",2026-05-11,2026-05-11,18300.0
사과,wholesale,400,411,05,04,사과,후지,상품,10kg,사과,후지(10kg),대전,오정도매,2026,05/11,"83,300",2026-05-11,2026-05-11,83300.0
사과,wholesale,400,411,05,05,사과,후지,중품,10kg,사과,후지(10kg),대전,오정도매,2026,05/11,"78,000",2026-05-11,2026-05-11,78000.0
사과,wholesale,400,411,05,07,사과,후지,유기농,,사과,후지(10kg),대전,오정도매,2026,05/11,"83,300",2026-05-11,2026-05-11,83300.0
사과,wholesale,400,411,05,08,사과,후지,무농약,,사과,후지(10kg),대전,오정도매,2026,05/11,"78,000",2026-05-11,2026-05-11,78000.0
수박,retail,200,221,00,04,수박,수박,상품,1개,수박,수박(1개),제주,E-유통,2026,05/11,-,2026-05-11,2026-05-11,
수박,retail,200,221,00,05,수박,수박,중품,1개,수박,수박(1개),제주,E-유통,2026,05/11,"19,900",2026-05-11,2026-05-11,19900.0
수박,retail,200,221,00,07,수박,수박,유기농,,수박,수박(1개),제주,E-유통,2026,05/11,-,2026-05-11,2026-05-11,
수박,retail,200,221,00,08,수박,수박,무농약,,수박,수박(1개),제주,E-유통,2026,05/11,"19,900",2026-05-11,2026-05-11,19900.0
