product_name,period,search_ratio,search_keywords,shopping_ratio,shopping_keywords
la갈비,2026-04-21,15.01298,la갈비,40.95744,la갈비
la갈비,2026-04-22,14.75324,la갈비,39.00709,la갈비
la갈비,2026-04-23,12.76623,la갈비,26.59574,la갈비
la갈비,2026-04-24,12.46753,la갈비,35.8156,la갈비
la갈비,2026-04-25,12.38961,la갈비,32.80141,la갈비
la갈비,2026-04-26,14.8961,la갈비,69.85815,la갈비
la갈비,2026-04-27,17.36363,la갈비,64.18439,la갈비
la갈비,2026-04-28,16.48051,la갈비,48.04964,la갈비
la갈비,2026-04-29,15.4935,la갈비,53.9007,la갈비
la갈비,2026-04-30,14.24675,la갈비,26.95035,la갈비
la갈비,2026-05-01,13.66233,la갈비,16.66666,la갈비
la갈비,2026-05-02,13.37662,la갈비,29.25531,la갈비
la갈비,2026-05-03,15.8961,la갈비,31.56028,la갈비
la갈비,2026-05-04,16.54545,la갈비,38.47517,la갈비
가죽나물,2026-04-21,100.0,가죽나물,40.3794,가죽나물
가죽나물,2026-04-22,91.73274,가죽나물,40.5149,가죽나물
가죽나물,2026-04-23,87.1267,가죽나물,40.6504,가죽나물
가죽나물,2026-04-24,71.1321,가죽나물,35.09485,가죽나물
가죽나물,2026-04-25,73.37607,가죽나물,37.66937,가죽나물
가죽나물,2026-04-26,73.93284,가죽나물,65.31165,가죽나물
가죽나물,2026-04-27,63.91091,가죽나물,35.23035,가죽나물
가죽나물,2026-04-28,53.95647,가죽나물,41.86991,가죽나물
가죽나물,2026-04-29,41.97739,가죽나물,33.33333,가죽나물
가죽나물,2026-04-30,32.88341,가죽나물,22.89972,가죽나물
가죽나물,2026-05-01,34.14881,가죽나물,25.33875,가죽나물
가죽나물,2026-05-02,36.47713,가죽나물,24.25474,가죽나물
가죽나물,2026-05-03,33.6089,가죽나물,28.18428,가죽나물
가죽나물,2026-05-04,32.2254,가죽나물,38.88888,가죽나물
갈비탕,2026-04-21,61.03597,갈비탕,34.67153,갈비탕
갈비탕,2026-04-22,57.08088,갈비탕,32.66423,갈비탕
갈비탕,2026-04-23,55.54988,갈비탕,29.01459,갈비탕
갈비탕,2026-04-24,54.75886,갈비탕,18.24817,갈비탕
갈비탕,2026-04-25,67.44067,갈비탕,15.51094,갈비탕
갈비탕,2026-04-26,80.55626,갈비탕,31.38686,갈비탕
갈비탕,2026-04-27,60.55116,갈비탕,36.67883,갈비탕
갈비탕,2026-04-28,57.4126,갈비탕,27.18978,갈비탕
갈비탕,2026-04-29,56.06021,갈비탕,28.10218,갈비탕
갈비탕,2026-04-30,53.10028,갈비탕,24.81751,갈비탕
갈비탕,2026-05-01,73.66675,갈비탕,20.07299,갈비탕
갈비탕,2026-05-02,74.9681,갈비탕,19.89051,갈비탕
갈비탕,2026-05-03,100.0,갈비탕,32.11678,갈비탕
갈비탕,2026-05-04,73.00331,갈비탕,36.67883,갈비탕
감자,2026-04-21,50.24515,감자,48.0,감자
감자,2026-04-22,54.89143,감자,58.8421,감자
감자,2026-04-23,50.2685,감자,44.8421,감자
감자,2026-04-24,40.97595,감자,38.94736,감자
감자,2026-04-25,36.23628,감자,34.0,감자
감자,2026-04-26,42.58697,감자,100.0,감자
감자,2026-04-27,49.70814,감자,56.52631,감자
감자,2026-04-28,49.94162,감자,61.78947,감자
감자,2026-04-29,43.14732,감자,49.05263,감자
감자,2026-04-30,37.12351,감자,39.57894,감자
감자,2026-05-01,32.71071,감자,38.31578,감자
감자,2026-05-02,32.03362,감자,41.78947,감자
감자,2026-05-03,37.73056,감자,43.15789,감자
감자,2026-05-04,38.26756,감자,48.0,감자
갑오징어,2026-04-21,35.93623,갑오징어,52.88888,갑오징어
갑오징어,2026-04-22,33.04512,갑오징어,52.66666,갑오징어
갑오징어,2026-04-23,35.31477,갑오징어,52.22222,갑오징어
갑오징어,2026-04-24,35.85517,갑오징어,38.22222,갑오징어
갑오징어,2026-04-25,39.25965,갑오징어,25.55555,갑오징어
갑오징어,2026-04-26,34.90948,갑오징어,70.22222,갑오징어
갑오징어,2026-04-27,51.74277,갑오징어,68.22222,갑오징어
갑오징어,2026-04-28,49.14887,갑오징어,59.77777,갑오징어
갑오징어,2026-04-29,41.06998,갑오징어,45.77777,갑오징어
갑오징어,2026-04-30,38.04377,갑오징어,42.44444,갑오징어
갑오징어,2026-05-01,44.17724,갑오징어,40.22222,갑오징어
갑오징어,2026-05-02,43.55579,갑오징어,38.66666,갑오징어
갑오징어,2026-05-03,43.36665,갑오징어,50.44444,갑오징어
갑오징어,2026-05-04,39.77303,갑오징어,45.77777,갑오징어
검은콩두유,2026-04-21,27.2348,검은콩두유,26.25418,검은콩두유
검은콩두유,2026-04-22,27.2646,검은콩두유,25.08361,검은콩두유
검은콩두유,2026-04-23,24.31466,검은콩두유,30.76923,검은콩두유
검은콩두유,2026-04-24,21.06674,검은콩두유,23.24414,검은콩두유
검은콩두유,2026-04-25,19.87485,검은콩두유,22.40802,검은콩두유
검은콩두유,2026-04-26,23.39094,검은콩두유,59.86622,검은콩두유
검은콩두유,2026-04-27,28.54588,검은콩두유,31.43812,검은콩두유
검은콩두유,2026-04-28,25.89392,검은콩두유,33.61204,검은콩두유
검은콩두유,2026-04-29,23.39094,검은콩두유,29.09698,검은콩두유
검은콩두유,2026-04-30,21.36471,검은콩두유,25.91973,검은콩두유
검은콩두유,2026-05-01,20.26221,검은콩두유,26.08695,검은콩두유
검은콩두유,2026-05-02,19.2193,검은콩두유,23.91304,검은콩두유
검은콩두유,2026-05-03,25.38736,검은콩두유,33.11036,검은콩두유
검은콩두유,2026-05-04,26.54946,검은콩두유,29.93311,검은콩두유
견과류,2026-04-21,100.0,견과류,61.72638,견과류
견과류,2026-04-22,99.75609,견과류,55.70032,견과류
견과류,2026-04-23,89.21951,견과류,53.90879,견과류
견과류,2026-04-24,73.60975,견과류,47.88273,견과류
견과류,2026-04-25,64.19512,견과류,36.15635,견과류
견과류,2026-04-26,77.65853,견과류,100.0,견과류
견과류,2026-04-27,87.56097,견과류,58.79478,견과류
견과류,2026-04-28,92.14634,견과류,54.23452,견과류
견과류,2026-04-29,87.80487,견과류,47.88273,견과류
견과류,2026-04-30,70.2439,견과류,44.46254,견과류
견과류,2026-05-01,70.4878,견과류,33.22475,견과류
견과류,2026-05-02,66.68292,견과류,30.78175,견과류
견과류,2026-05-03,85.70731,견과류,49.67426,견과류
견과류,2026-05-04,80.82926,견과류,32.24755,견과류
경옥고,2026-04-21,62.71186,경옥고,27.65957,경옥고
경옥고,2026-04-22,64.40677,경옥고,24.89361,경옥고
경옥고,2026-04-23,69.1088,경옥고,25.31914,경옥고
경옥고,2026-04-24,64.95352,경옥고,25.74468,경옥고
경옥고,2026-04-25,66.86714,경옥고,28.0851,경옥고
경옥고,2026-04-26,72.22525,경옥고,55.74468,경옥고
경옥고,2026-04-27,74.41224,경옥고,28.51063,경옥고
경옥고,2026-04-28,79.60634,경옥고,25.31914,경옥고
경옥고,2026-04-29,84.47238,경옥고,29.14893,경옥고
경옥고,2026-04-30,77.25533,경옥고,38.93617,경옥고
경옥고,2026-05-01,75.50574,경옥고,35.31914,경옥고
경옥고,2026-05-02,78.73154,경옥고,30.0,경옥고
경옥고,2026-05-03,83.65226,경옥고,30.63829,경옥고
경옥고,2026-05-04,91.47074,경옥고,43.19148,경옥고
계란,2026-04-21,89.98365,계란,36.0,계란
계란,2026-04-22,81.97525,계란,42.0,계란
계란,2026-04-23,69.67079,계란,48.42105,계란
계란,2026-04-24,49.26453,계란,28.52631,계란
계란,2026-04-25,44.61825,계란,27.78947,계란
계란,2026-04-26,75.27434,계란,81.89473,계란
계란,2026-04-27,100.0,계란,52.52631,계란
계란,2026-04-28,75.20429,계란,43.36842,계란
계란,2026-04-29,56.99276,계란,35.26315,계란
계란,2026-04-30,45.15526,계란,36.94736,계란
계란,2026-05-01,40.69577,계란,25.15789,계란
계란,2026-05-02,39.34158,계란,26.63157,계란
계란,2026-05-03,66.86901,계란,39.26315,계란
계란,2026-05-04,73.10296,계란,49.78947,계란
고구마,2026-04-21,30.08799,고구마,43.35038,고구마
고구마,2026-04-22,30.74084,고구마,41.68797,고구마
고구마,2026-04-23,30.40022,고구마,52.42966,고구마
고구마,2026-04-24,24.49616,고구마,40.53708,고구마
고구마,2026-04-25,22.21118,고구마,29.41176,고구마
고구마,2026-04-26,24.26908,고구마,75.95907,고구마
고구마,2026-04-27,29.57706,고구마,50.12787,고구마
고구마,2026-04-28,29.20806,고구마,41.81585,고구마
고구마,2026-04-29,25.65994,고구마,43.09462,고구마
고구마,2026-04-30,19.62815,고구마,35.67774,고구마
고구마,2026-05-01,17.6554,고구마,32.60869,고구마
고구마,2026-05-02,19.14561,고구마,26.34271,고구마
고구마,2026-05-03,21.92733,고구마,38.87468,고구마
고구마,2026-05-04,21.6151,고구마,40.53708,고구마
고등어,2026-04-21,31.97258,고등어,50.33444,고등어
고등어,2026-04-22,28.84386,고등어,39.6321,고등어
고등어,2026-04-23,26.69845,고등어,32.94314,고등어
고등어,2026-04-24,25.65554,고등어,31.93979,고등어
고등어,2026-04-25,29.67818,고등어,20.56856,고등어
고등어,2026-04-26,34.14779,고등어,85.61872,고등어
고등어,2026-04-27,32.18116,고등어,40.46822,고등어
고등어,2026-04-28,32.21096,고등어,43.47826,고등어
고등어,2026-04-29,28.81406,고등어,31.77257,고등어
고등어,2026-04-30,24.9404,고등어,22.74247,고등어
고등어,2026-05-01,30.6019,고등어,26.75585,고등어
고등어,2026-05-02,30.6615,고등어,25.58528,고등어
고등어,2026-05-03,33.90941,고등어,36.1204,고등어
고등어,2026-05-04,30.84028,고등어,29.43143,고등어
고래사어묵면,2026-04-21,1.01075,고래사어묵면,3.02491,고래사어묵면
고래사어묵면,2026-04-22,0.91294,고래사어묵면,2.31316,고래사어묵면
고래사어묵면,2026-04-23,0.91294,고래사어묵면,2.66903,고래사어묵면
고래사어묵면,2026-04-24,0.55428,고래사어묵면,1.60142,고래사어묵면
고래사어묵면,2026-04-25,0.97815,고래사어묵면,0.88967,고래사어묵면
고래사어묵면,2026-04-26,1.10857,고래사어묵면,1.06761,고래사어묵면
고래사어묵면,2026-04-27,0.81512,고래사어묵면,1.06761,고래사어묵면
고래사어묵면,2026-04-28,0.81512,고래사어묵면,1.06761,고래사어묵면
고래사어묵면,2026-04-29,0.91294,고래사어묵면,1.77935,고래사어묵면
고래사어묵면,2026-04-30,0.81512,고래사어묵면,0.5338,고래사어묵면
