date,rank,product_name,slot,search_ratio,shopping_ratio
2026-05-01,1,쌀20kg,pm,22.3375,50.53619
2026-05-01,2,닭가슴살,pm,48.34824,47.58713
2026-05-01,3,마늘쫑,pm,30.12522,44.43699
2026-05-01,4,쌀10kg,pm,22.54025,42.2252
2026-05-01,5,콘드로이친,pm,49.0638,38.80697
2026-05-01,6,오메가3,pm,26.66354,32.94528
2026-05-01,7,창억떡,pm,74.50704,32.71245
2026-05-01,8,콜라겐,pm,9.82779,32.305
2026-05-01,9,참외,pm,13.7974,30.61699
2026-05-01,10,뉴케어,pm,18.08958,30.38416
2026-05-01,11,올리브오일,pm,11.0863,44.85294
2026-05-01,12,어버이날선물,pm,53.43496,43.84191
2026-05-01,13,마그네슘,pm,9.35765,43.65808
2026-05-01,14,루테인,pm,4.20998,43.29044
2026-05-01,15,촉촉한황치즈칩,pm,32.21279,41.17647
2026-05-01,16,멸균우유,pm,13.62914,44.78527
2026-05-01,17,사과,pm,21.88923,44.17177
2026-05-01,18,알부민,pm,30.61527,41.10429
2026-05-01,19,엄나무순,pm,27.47008,40.28629
2026-05-01,20,생수,pm,19.67595,39.6728
