product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,raw_high_price,raw_low_price
감자,2026-05-21,감자,kg,27507.0,45000.0,6000.0,73090.0,126,122,4,6,46000.0,5000.0
감자,2026-05-21,햇감자,kg,30805.2,48000.0,7000.0,47440.0,79,76,3,1,49000.0,3000.0
감자,2026-05-21,감자(일반),kg,13465.4,24500.0,6500.0,3760.0,18,16,2,3,25000.0,5000.0
고구마,2026-05-21,고구마,kg,23177.6,33000.0,8000.0,17160.0,65,64,1,2,35000.0,8000.0
냉동블루베리,2026-05-21,블루베리,kg,31802.9,54800.0,13000.0,27340.9,1488,1443,45,28,126000.0,2500.0
냉동블루베리,2026-05-21,블루베리(일반),kg,3006.0,16000.0,1600.0,1386.3,150,100,50,2,45000.0,1600.0
냉동블루베리,2026-05-21,블루베리(국산),kg,28567.8,41200.0,17000.0,923.0,77,75,2,3,41200.0,4500.0
냉동블루베리,2026-05-21,국산블루베리,kg,25363.2,39000.0,13600.0,623.0,44,43,1,1,39300.0,13600.0
냉동블루베리,2026-05-21,포도(블루베리),kg,28937.0,37000.0,21000.0,603.0,40,40,0,1,37000.0,21000.0
냉동블루베리,2026-05-21,블루베리(수입),kg,78000.0,78000.0,78000.0,15.0,1,1,0,1,78000.0,78000.0
당근,2026-05-21,당근,kg,19808.8,30000.0,9000.0,153340.0,132,118,14,7,30000.0,1000.0
당근,2026-05-21,당근(일반),kg,19106.2,26000.0,7500.0,48980.0,67,63,4,5,32500.0,500.0
당근,2026-05-21,당근(당근),kg,16298.7,21000.0,8000.0,7700.0,11,11,0,1,21000.0,8000.0
당근,2026-05-21,당근(흙당근),kg,32700.0,32700.0,32700.0,200.0,1,1,0,1,32700.0,32700.0
딸기,2026-05-21,골드베리,kg,16553.8,24000.0,4500.0,1376.0,54,53,1,1,24000.0,4000.0
딸기,2026-05-21,딸기,kg,3583.9,8500.0,1000.0,837.0,33,32,1,1,12000.0,1000.0
딸기,2026-05-21,알타킹,kg,1400.0,1400.0,1400.0,200.0,1,1,0,1,1400.0,1400.0
딸기,2026-05-21,금실(대야딸기),kg,3611.1,6200.0,1100.0,45.0,4,4,0,1,6200.0,1100.0
딸기,2026-05-21,딸기(일반),kg,9000.0,9000.0,9000.0,10.0,1,1,0,1,9000.0,9000.0
마늘쫑,2026-05-21,마늘쫑,kg,11299.6,28000.0,1800.0,10238.4,167,142,25,22,210000.0,800.0
마늘쫑,2026-05-21,마늘쫑(국내),kg,19315.2,20650.0,5300.0,230.0,2,2,0,2,20650.0,5300.0
마늘쫑,2026-05-21,마늘쫑(기타),kg,20000.0,20000.0,20000.0,136.0,5,5,0,2,20000.0,20000.0
망고,2026-05-21,망고(일반),kg,29931.4,48000.0,11000.0,6520.0,114,113,1,1,50000.0,11000.0
망고,2026-05-21,망고(수입),kg,35534.3,62000.0,24100.0,4270.0,86,83,3,10,62000.0,3000.0
망고,2026-05-21,망고,kg,64934.6,160000.0,24000.0,1193.0,86,85,1,4,160000.0,15000.0
망고,2026-05-21,망고(국산),kg,106493.3,170000.0,60000.0,298.0,39,39,0,1,170000.0,60000.0
망고,2026-05-21,무지개망고,kg,24602.0,24800.0,24500.0,250.0,3,3,0,1,24800.0,24500.0
망고,2026-05-21,애플망고,kg,41644.9,42100.0,40500.0,196.0,13,12,1,1,42200.0,40500.0
망고,2026-05-21,망고스틴(망고),kg,67333.3,68000.0,66000.0,150.0,15,15,0,1,68000.0,66000.0
매실,2026-05-21,매실,kg,17333.3,30000.0,5000.0,480.0,8,8,0,2,30000.0,5000.0
멜론,2026-05-21,메론,kg,37886.0,39000.0,23000.0,823.0,5,5,0,2,39000.0,23000.0
방울토마토,2026-05-21,방울토마토,kg,13533.5,39000.0,4500.0,27802.0,287,281,6,12,52000.0,2000.0
방울토마토,2026-05-21,대추토마토,kg,21531.2,30000.0,13600.0,1925.0,22,20,2,1,33500.0,12500.0
방울토마토,2026-05-21,대추흑색,kg,9889.2,10000.0,8500.0,406.0,2,2,0,1,10000.0,8500.0
방울토마토,2026-05-21,토마토(방울),kg,13000.0,13000.0,13000.0,160.0,1,1,0,1,13000.0,13000.0
블루베리,2026-05-21,블루베리,kg,31802.9,54800.0,13000.0,27340.9,1488,1443,45,28,126000.0,2500.0
블루베리,2026-05-21,블루베리(일반),kg,3006.0,16000.0,1600.0,1386.3,150,100,50,2,45000.0,1600.0
블루베리,2026-05-21,블루베리(국산),kg,28567.8,41200.0,17000.0,923.0,77,75,2,3,41200.0,4500.0
블루베리,2026-05-21,국산블루베리,kg,25363.2,39000.0,13600.0,623.0,44,43,1,1,39300.0,13600.0
블루베리,2026-05-21,포도(블루베리),kg,28937.0,37000.0,21000.0,603.0,40,40,0,1,37000.0,21000.0
블루베리,2026-05-21,블루베리(수입),kg,78000.0,78000.0,78000.0,15.0,1,1,0,1,78000.0,78000.0
사과,2026-05-21,사과,kg,31399.7,55000.0,11000.0,10220.0,36,34,2,2,60000.0,10000.0
산딸기,2026-05-21,산딸기,kg,29112.8,62000.0,6500.0,1371.5,137,133,4,11,77000.0,5600.0
산딸기,2026-05-21,산딸기(딸기),kg,14659.7,15600.0,14000.0,77.0,6,6,0,1,15600.0,14000.0
산딸기,2026-05-21,산딸기(국산),kg,16000.0,16000.0,16000.0,58.0,6,6,0,1,16000.0,16000.0
산딸기,2026-05-21,흑산딸기,kg,17460.2,22200.0,15500.0,56.5,10,8,2,2,22300.0,9800.0
수박,2026-05-21,수박,kg,17099.9,32000.0,5500.0,97685.0,280,272,8,7,33000.0,3000.0
수박,2026-05-21,수박(일반꼭지절단),kg,16346.4,22000.0,6500.0,59287.0,170,167,3,1,23500.0,5000.0
수박,2026-05-21,수박(BOX),kg,33169.4,48000.0,12000.0,47298.0,137,131,6,1,55000.0,4000.0
수박,2026-05-21,수박(BOX꼭지절단),kg,26418.7,43000.0,15000.0,28140.0,56,55,1,1,43000.0,10000.0
수박,2026-05-21,수박(일반),kg,16274.0,24000.0,8900.0,20480.0,45,43,2,3,26000.0,8400.0
수박,2026-05-21,수박(짧은꼭지),kg,13506.8,16200.0,7500.0,12699.0,28,26,2,1,17000.0,6500.0
수박,2026-05-21,수박(꼭지절단),kg,18495.4,28000.0,7000.0,12688.0,39,38,1,1,28000.0,5000.0
수박,2026-05-21,수박(박스),kg,21732.8,39000.0,8000.0,12561.0,46,44,2,1,40000.0,6000.0
수박,2026-05-21,포장수박,kg,26184.7,38000.0,7000.0,11375.5,42,40,2,3,40300.0,5000.0
수박,2026-05-21,수박(일반)(꼭지절단),kg,16337.0,24000.0,6500.0,10477.0,45,41,4,1,27000.0,2000.0
수박,2026-05-21,수박(꼭지 제거),kg,16996.8,23100.0,4100.0,9782.0,35,35,0,1,23100.0,4100.0
수박,2026-05-21,수박(수박),kg,10243.9,15500.0,4000.0,6883.0,29,27,2,1,17000.0,3500.0
수박,2026-05-21,수박(꼭지),kg,16700.3,21000.0,13000.0,5870.0,17,15,2,1,23500.0,10000.0
수박,2026-05-21,수박(BOX꼭지),kg,34712.6,45000.0,27000.0,5152.0,9,9,0,1,45000.0,27000.0
수박,2026-05-21,수박(박스2),kg,26570.8,35000.0,21000.0,3490.0,9,9,0,1,35000.0,21000.0
수박,2026-05-21,수박(박스1),kg,30528.2,32500.0,28500.0,1136.0,2,2,0,1,32500.0,28500.0
아보카도,2026-05-21,아보카도(수입),kg,22421.1,33600.0,18000.0,2077.5,42,41,1,6,33600.0,10000.0
아보카도,2026-05-21,아보카도,kg,18162.4,37800.0,15300.0,328.0,4,3,1,2,37800.0,1470.0
아보카도,2026-05-21,아보카도(일반),kg,20000.0,20000.0,20000.0,280.0,3,3,0,1,20000.0,20000.0
양파,2026-05-21,양파(조생),kg,7534.6,9750.0,3100.0,250437.0,112,110,2,1,9750.0,2600.0
양파,2026-05-21,양파(일반),kg,7749.5,11500.0,3000.0,220493.0,170,166,4,7,14000.0,2500.0
양파,2026-05-21,양파,kg,7677.8,12000.0,2100.0,120535.0,116,113,3,12,16640.0,1750.0
양파,2026-05-21,양파조생,kg,7680.3,9750.0,3100.0,119169.0,55,54,1,2,9750.0,2800.0
양파,2026-05-21,양파(하우스),kg,7862.8,9200.0,4700.0,26715.0,20,18,2,1,9200.0,1500.0
양파,2026-05-21,조생양파,kg,9674.8,11500.0,6000.0,12800.0,9,9,0,1,11500.0,6000.0
양파,2026-05-21,양파(양파),kg,6454.2,7500.0,5500.0,11790.0,13,11,2,1,7600.0,5100.0
양파,2026-05-21,잎양파,kg,2807.3,3200.0,1100.0,440.0,3,3,0,1,3200.0,1100.0
오렌지,2026-05-21,오렌지,kg,63454.5,78000.0,62000.0,165.0,2,2,0,1,78000.0,62000.0
오이,2026-05-21,오이기타,kg,16000.0,16000.0,16000.0,150.0,1,1,0,1,16000.0,16000.0
죽순,2026-05-21,죽순,kg,10311.8,24200.0,2000.0,335.0,23,21,2,2,24500.0,1500.0
죽순,2026-05-21,죽순(일반),kg,18723.7,23900.0,17000.0,152.0,4,4,0,2,23900.0,17000.0
참기름,2026-05-21,참기름(향미유),kg,118000.0,118000.0,118000.0,108.0,1,1,0,1,118000.0,118000.0
참기름,2026-05-21,참기름,kg,160000.0,160000.0,160000.0,21.0,1,1,0,1,160000.0,160000.0
참외,2026-05-21,참외,kg,26773.4,47000.0,10000.0,149745.0,2602,2564,38,9,52000.0,6000.0
참외,2026-05-21,꿀스타,kg,27896.0,52000.0,12000.0,8320.0,75,73,2,1,53500.0,10000.0
참외,2026-05-21,참외(일반),kg,31035.8,46000.0,15000.0,3070.0,104,100,4,1,48000.0,12000.0
참외,2026-05-21,참외(참외),kg,23388.1,28000.0,16000.0,1340.0,36,35,1,1,30000.0,16000.0
참외,2026-05-21,알찬꿀,kg,29217.9,42000.0,18000.0,1170.0,22,21,1,1,42000.0,12000.0
참외,2026-05-21,은하수꿀,kg,39774.1,48600.0,28600.0,1160.0,16,14,2,1,50000.0,28000.0
참외10kg,2026-05-21,참외,kg,26773.4,47000.0,10000.0,149745.0,2602,2564,38,9,52000.0,6000.0
참외10kg,2026-05-21,꿀스타,kg,27896.0,52000.0,12000.0,8320.0,75,73,2,1,53500.0,10000.0
참외10kg,2026-05-21,참외(일반),kg,31035.8,46000.0,15000.0,3070.0,104,100,4,1,48000.0,12000.0
참외10kg,2026-05-21,참외(참외),kg,23388.1,28000.0,16000.0,1340.0,36,35,1,1,30000.0,16000.0
참외10kg,2026-05-21,알찬꿀,kg,29217.9,42000.0,18000.0,1170.0,22,21,1,1,42000.0,12000.0
참외10kg,2026-05-21,은하수꿀,kg,39774.1,48600.0,28600.0,1160.0,16,14,2,1,50000.0,28000.0
체리,2026-05-21,체리일반,kg,125164.9,130000.0,123000.0,485.0,25,14,11,1,135000.0,20000.0
체리,2026-05-21,체리,kg,145000.0,145000.0,145000.0,180.0,7,7,0,1,145000.0,145000.0
체리,2026-05-21,체리(수입),kg,135963.6,145600.0,135000.0,110.0,7,7,0,3,145600.0,135000.0
토마토,2026-05-21,토마토,kg,12392.6,27800.0,2000.0,104620.0,1046,1030,16,18,33000.0,1000.0
토마토,2026-05-21,토마토(일반),kg,13800.5,28000.0,3500.0,47346.5,574,565,9,14,40200.0,2600.0
토마토,2026-05-21,토마토(적색),kg,10490.9,13000.0,6000.0,43470.0,251,249,2,1,14000.0,6000.0
토마토,2026-05-21,토마토(도색),kg,18998.5,29000.0,6000.0,12910.0,93,92,1,1,31000.0,6000.0
토마토,2026-05-21,토마토대저,kg,10101.4,26000.0,2000.0,5325.0,195,193,2,1,32000.0,2000.0
토마토,2026-05-21,완숙토마토,kg,10197.1,15000.0,6000.0,3000.0,32,29,3,1,100000.0,5000.0
토마토,2026-05-21,토마토일반,kg,11722.4,22000.0,7500.0,2715.0,27,25,2,1,23000.0,5000.0
토마토,2026-05-21,흑토마토,kg,13222.7,15000.0,8000.0,2232.0,24,22,2,3,16000.0,7500.0
토마토,2026-05-21,대저토마토,kg,7353.7,12000.0,2000.0,1870.0,82,79,3,2,13000.0,1000.0
토마토,2026-05-21,토마토(토마토),kg,16423.1,20000.0,12000.0,1040.0,6,6,0,1,20000.0,12000.0
햇감자,2026-05-21,감자,kg,27507.0,45000.0,6000.0,73090.0,126,122,4,6,46000.0,5000.0
햇감자,2026-05-21,햇감자,kg,30805.2,48000.0,7000.0,47440.0,79,76,3,1,49000.0,3000.0
햇감자,2026-05-21,감자(일반),kg,13465.4,24500.0,6500.0,3760.0,18,16,2,3,25000.0,5000.0
햇마늘,2026-05-21,마늘(수입),kg,32160.0,32160.0,32160.0,20.0,1,1,0,1,32160.0,32160.0
