product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,raw_high_price,raw_low_price
고구마,2026-05-08,고구마,kg,22193.1,33500.0,10000.0,25760.0,122,118,4,2,35000.0,8500.0
고구마,2026-05-08,꿀고구마,kg,24154.6,33000.0,13000.0,3040.0,21,20,1,1,33000.0,10000.0
냉동블루베리,2026-05-08,블루베리,kg,32000.8,53000.0,16000.0,15779.0,1198,1145,53,24,65000.0,1800.0
냉동블루베리,2026-05-08,블루베리(국산),kg,30103.7,46000.0,20000.0,1401.0,99,96,3,4,46000.0,3800.0
냉동블루베리,2026-05-08,블루베리(일반),kg,3180.0,4100.0,2400.0,638.8,101,57,44,1,40000.0,2400.0
냉동블루베리,2026-05-08,국산블루베리,kg,31174.3,39000.0,23000.0,610.0,33,31,2,1,42000.0,18200.0
냉동블루베리,2026-05-08,포도(블루베리),kg,34537.2,40000.0,28000.0,430.0,29,28,1,1,44000.0,28000.0
당근,2026-05-08,당근,kg,22713.4,33200.0,6000.0,171540.0,184,177,7,8,36470.0,3000.0
당근,2026-05-08,당근(일반),kg,25107.7,34000.0,6500.0,79950.0,101,99,2,10,35000.0,1100.0
당근,2026-05-08,흙당근,kg,23918.1,40000.0,17000.0,23440.0,35,33,2,3,40000.0,2600.0
당근,2026-05-08,당근(당근),kg,22206.4,24000.0,20000.0,9400.0,15,14,1,1,24000.0,17000.0
당근,2026-05-08,당근(흙당근),kg,29453.8,34000.0,25000.0,6500.0,10,8,2,2,34600.0,19000.0
두릅,2026-05-08,두릅,kg,8193.7,26000.0,2000.0,1156.0,132,130,2,9,31000.0,2000.0
두릅,2026-05-08,두릅,g,9000.0,9000.0,9000.0,1000.0,1,1,0,1,9000.0,9000.0
두릅,2026-05-08,두릅(일반),kg,13291.1,20800.0,2500.0,101.0,14,10,4,4,24500.0,1400.0
두릅,2026-05-08,두릅(표준),kg,9255.2,14200.0,4900.0,96.0,15,11,4,1,14600.0,1200.0
두릅,2026-05-08,참두릅(자연산),kg,8996.2,15600.0,5100.0,26.0,8,8,0,1,15600.0,5100.0
딸기,2026-05-08,골드베리,kg,15185.2,22000.0,6500.0,880.0,56,54,2,1,22000.0,3000.0
딸기,2026-05-08,금실(대야딸기),kg,8632.1,15800.0,3100.0,243.0,8,8,0,1,15800.0,3100.0
딸기,2026-05-08,딸기,kg,3345.8,7000.0,1000.0,107.0,5,5,0,1,7000.0,1000.0
마늘쫑,2026-05-08,마늘쫑,kg,12698.8,30000.0,1700.0,82046.7,782,565,217,31,190000.0,110.0
마늘쫑,2026-05-08,마늘쫑(국내),kg,14661.1,16300.0,3200.0,3439.8,17,15,2,2,18500.0,800.0
마늘쫑,2026-05-08,마늘쫑(기타),kg,18000.0,18000.0,18000.0,256.0,6,6,0,2,18000.0,18000.0
마늘쫑,2026-05-08,마늘(마늘쫑),kg,2500.0,2500.0,2500.0,60.0,1,1,0,1,2500.0,2500.0
망고,2026-05-08,망고(일반),kg,35974.8,52000.0,25000.0,6155.0,125,124,1,1,130000.0,25000.0
망고,2026-05-08,망고(수입),kg,37596.8,42000.0,30000.0,3435.0,69,68,1,8,42000.0,1000.0
망고,2026-05-08,망고,kg,88679.5,170000.0,38000.0,677.0,53,52,1,4,170000.0,33500.0
망고,2026-05-08,망고(국산),kg,106357.1,145000.0,80000.0,210.0,19,17,2,1,150000.0,70000.0
방울토마토,2026-05-08,방울토마토,kg,11922.0,28500.0,4000.0,34172.0,394,387,7,11,35000.0,2000.0
방울토마토,2026-05-08,대추토마토,kg,17225.5,24500.0,11200.0,2135.0,29,27,2,1,26000.0,11000.0
방울토마토,2026-05-08,대추흑색,kg,9563.7,10500.0,3300.0,534.0,7,7,0,1,10500.0,3300.0
방울토마토,2026-05-08,토마토(방울),kg,9578.9,10000.0,6000.0,190.0,4,4,0,1,10000.0,6000.0
복숭아,2026-05-08,복숭아,kg,16600.0,16600.0,16600.0,1.5,1,1,0,1,16600.0,16600.0
블루베리,2026-05-08,블루베리,kg,32000.8,53000.0,16000.0,15779.0,1198,1145,53,24,65000.0,1800.0
블루베리,2026-05-08,블루베리(국산),kg,30103.7,46000.0,20000.0,1401.0,99,96,3,4,46000.0,3800.0
블루베리,2026-05-08,블루베리(일반),kg,3180.0,4100.0,2400.0,638.8,101,57,44,1,40000.0,2400.0
블루베리,2026-05-08,국산블루베리,kg,31174.3,39000.0,23000.0,610.0,33,31,2,1,42000.0,18200.0
블루베리,2026-05-08,포도(블루베리),kg,34537.2,40000.0,28000.0,430.0,29,28,1,1,44000.0,28000.0
사과,2026-05-08,사과,kg,76854.2,83000.0,45000.0,960.0,10,7,3,1,83000.0,4100.0
산딸기,2026-05-08,산딸기,kg,35587.6,78000.0,8000.0,2631.5,183,178,5,11,83000.0,4000.0
산딸기,2026-05-08,흑산딸기,kg,16120.2,22200.0,9600.0,220.5,18,16,2,2,22600.0,8500.0
