product_name,period,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-28,56.10389,bnr17유산균
bnr17유산균,2026-04-29,53.50649,bnr17유산균
bnr17유산균,2026-04-30,50.64935,bnr17유산균
bnr17유산균,2026-05-01,58.44155,bnr17유산균
bnr17유산균,2026-05-02,43.37662,bnr17유산균
bnr17유산균,2026-05-03,71.68831,bnr17유산균
bnr17유산균,2026-05-04,37.66233,bnr17유산균
bnr17유산균,2026-05-05,66.75324,bnr17유산균
bnr17유산균,2026-05-06,58.44155,bnr17유산균
bnr17유산균,2026-05-07,61.55844,bnr17유산균
bnr17유산균,2026-05-08,52.98701,bnr17유산균
bnr17유산균,2026-05-09,67.27272,bnr17유산균
bnr17유산균,2026-05-10,93.50649,bnr17유산균
bnr17유산균,2026-05-11,63.63636,bnr17유산균
kbo빼빼로,2026-04-28,36.4035,kbo빼빼로
kbo빼빼로,2026-04-29,38.59649,kbo빼빼로
kbo빼빼로,2026-04-30,35.08771,kbo빼빼로
kbo빼빼로,2026-05-01,56.14035,kbo빼빼로
kbo빼빼로,2026-05-02,29.82456,kbo빼빼로
kbo빼빼로,2026-05-03,30.26315,kbo빼빼로
kbo빼빼로,2026-05-04,31.14035,kbo빼빼로
kbo빼빼로,2026-05-05,35.96491,kbo빼빼로
kbo빼빼로,2026-05-06,39.91228,kbo빼빼로
kbo빼빼로,2026-05-07,25.87719,kbo빼빼로
kbo빼빼로,2026-05-08,26.75438,kbo빼빼로
kbo빼빼로,2026-05-09,21.49122,kbo빼빼로
kbo빼빼로,2026-05-10,30.26315,kbo빼빼로
kbo빼빼로,2026-05-11,90.78947,kbo빼빼로
la갈비,2026-04-28,52.11538,la갈비
la갈비,2026-04-29,58.46153,la갈비
la갈비,2026-04-30,29.23076,la갈비
la갈비,2026-05-01,18.07692,la갈비
la갈비,2026-05-02,31.73076,la갈비
la갈비,2026-05-03,34.23076,la갈비
la갈비,2026-05-04,41.73076,la갈비
la갈비,2026-05-05,53.46153,la갈비
la갈비,2026-05-06,61.15384,la갈비
la갈비,2026-05-07,53.07692,la갈비
la갈비,2026-05-08,31.15384,la갈비
la갈비,2026-05-09,31.34615,la갈비
la갈비,2026-05-10,44.23076,la갈비
la갈비,2026-05-11,57.5,la갈비
간장게장,2026-04-28,77.52442,간장게장
간장게장,2026-04-29,69.3811,간장게장
간장게장,2026-04-30,70.03257,간장게장
간장게장,2026-05-01,49.5114,간장게장
간장게장,2026-05-02,56.35179,간장게장
간장게장,2026-05-03,70.03257,간장게장
간장게장,2026-05-04,54.39739,간장게장
간장게장,2026-05-05,60.26058,간장게장
간장게장,2026-05-06,94.1368,간장게장
간장게장,2026-05-07,100,간장게장
간장게장,2026-05-08,81.75895,간장게장
간장게장,2026-05-09,54.72312,간장게장
간장게장,2026-05-10,60.26058,간장게장
간장게장,2026-05-11,70.68403,간장게장
갈비탕,2026-04-28,55.59701,갈비탕
갈비탕,2026-04-29,57.46268,갈비탕
갈비탕,2026-04-30,50.74626,갈비탕
갈비탕,2026-05-01,41.04477,갈비탕
갈비탕,2026-05-02,40.67164,갈비탕
갈비탕,2026-05-03,65.67164,갈비탕
갈비탕,2026-05-04,75,갈비탕
갈비탕,2026-05-05,69.40298,갈비탕
갈비탕,2026-05-06,96.64179,갈비탕
갈비탕,2026-05-07,74.62686,갈비탕
갈비탕,2026-05-08,70.89552,갈비탕
갈비탕,2026-05-09,47.76119,갈비탕
갈비탕,2026-05-10,61.19402,갈비탕
갈비탕,2026-05-11,84.70149,갈비탕
감자,2026-04-28,96.7051,감자
감자,2026-04-29,76.771,감자
감자,2026-04-30,61.94398,감자
감자,2026-05-01,59.96705,감자
감자,2026-05-02,65.40362,감자
감자,2026-05-03,67.5453,감자
감자,2026-05-04,75.12355,감자
감자,2026-05-05,80.56013,감자
감자,2026-05-06,80.06589,감자
감자,2026-05-07,84.514,감자
감자,2026-05-08,68.36902,감자
감자,2026-05-09,69.35749,감자
감자,2026-05-10,67.87479,감자
감자,2026-05-11,83.19604,감자
갑오징어,2026-04-28,62.12471,갑오징어
갑오징어,2026-04-29,47.57505,갑오징어
갑오징어,2026-04-30,44.11085,갑오징어
갑오징어,2026-05-01,41.80138,갑오징어
갑오징어,2026-05-02,40.18475,갑오징어
갑오징어,2026-05-03,52.42494,갑오징어
갑오징어,2026-05-04,47.57505,갑오징어
갑오징어,2026-05-05,49.88452,갑오징어
갑오징어,2026-05-06,58.89145,갑오징어
갑오징어,2026-05-07,53.57967,갑오징어
갑오징어,2026-05-08,56.58198,갑오징어
갑오징어,2026-05-09,43.64896,갑오징어
갑오징어,2026-05-10,50.57736,갑오징어
갑오징어,2026-05-11,62.5866,갑오징어
검은콩두유,2026-04-28,66.7774,검은콩두유
검은콩두유,2026-04-29,57.8073,검은콩두유
검은콩두유,2026-04-30,51.49501,검은콩두유
검은콩두유,2026-05-01,51.82724,검은콩두유
검은콩두유,2026-05-02,47.5083,검은콩두유
검은콩두유,2026-05-03,65.78073,검은콩두유
검은콩두유,2026-05-04,59.46843,검은콩두유
검은콩두유,2026-05-05,57.47508,검은콩두유
검은콩두유,2026-05-06,66.11295,검은콩두유
검은콩두유,2026-05-07,66.44518,검은콩두유
검은콩두유,2026-05-08,66.11295,검은콩두유
검은콩두유,2026-05-09,49.16943,검은콩두유
검은콩두유,2026-05-10,72.09302,검은콩두유
검은콩두유,2026-05-11,69.10299,검은콩두유
견과류,2026-04-28,100,견과류
견과류,2026-04-29,88.28828,견과류
견과류,2026-04-30,81.98198,견과류
