product_name,period,search_ratio,search_keywords
bnr17유산균,2026-05-08,61.02995,bnr17유산균
bnr17유산균,2026-05-09,48.74969,bnr17유산균
bnr17유산균,2026-05-10,61.5994,bnr17유산균
bnr17유산균,2026-05-11,49.24486,bnr17유산균
bnr17유산균,2026-05-12,40.43079,bnr17유산균
bnr17유산균,2026-05-13,38.54914,bnr17유산균
bnr17유산균,2026-05-14,28.3486,bnr17유산균
bnr17유산균,2026-05-15,53.89948,bnr17유산균
bnr17유산균,2026-05-16,52.71106,bnr17유산균
bnr17유산균,2026-05-17,84.84773,bnr17유산균
bnr17유산균,2026-05-18,39.34142,bnr17유산균
bnr17유산균,2026-05-19,36.76652,bnr17유산균
bnr17유산균,2026-05-20,51.64644,bnr17유산균
bnr17유산균,2026-05-21,61.69844,bnr17유산균
cca주스,2026-05-08,22.77745,cca주스
cca주스,2026-05-09,19.58163,cca주스
cca주스,2026-05-10,25.10168,cca주스
cca주스,2026-05-11,23.88146,cca주스
cca주스,2026-05-12,24.34631,cca주스
cca주스,2026-05-13,26.72864,cca주스
cca주스,2026-05-14,24.63683,cca주스
cca주스,2026-05-15,21.55723,cca주스
cca주스,2026-05-16,18.65194,cca주스
cca주스,2026-05-17,21.61533,cca주스
cca주스,2026-05-18,23.70714,cca주스
cca주스,2026-05-19,22.54503,cca주스
cca주스,2026-05-20,24.34631,cca주스
cca주스,2026-05-21,22.2545,cca주스
kbo빼빼로,2026-05-08,14.97584,kbo빼빼로
kbo빼빼로,2026-05-09,18.84057,kbo빼빼로
kbo빼빼로,2026-05-10,17.00483,kbo빼빼로
kbo빼빼로,2026-05-11,60.5314,kbo빼빼로
kbo빼빼로,2026-05-12,40.43478,kbo빼빼로
kbo빼빼로,2026-05-13,41.83574,kbo빼빼로
kbo빼빼로,2026-05-14,52.51207,kbo빼빼로
kbo빼빼로,2026-05-15,38.06763,kbo빼빼로
kbo빼빼로,2026-05-16,35.60386,kbo빼빼로
kbo빼빼로,2026-05-17,31.69082,kbo빼빼로
kbo빼빼로,2026-05-18,32.85024,kbo빼빼로
kbo빼빼로,2026-05-19,28.21256,kbo빼빼로
kbo빼빼로,2026-05-20,30.33816,kbo빼빼로
kbo빼빼로,2026-05-21,35.45893,kbo빼빼로
la갈비,2026-05-08,32.84513,la갈비
la갈비,2026-05-09,31.02793,la갈비
la갈비,2026-05-10,31.48901,la갈비
la갈비,2026-05-11,33.87577,la갈비
la갈비,2026-05-12,31.1093,la갈비
la갈비,2026-05-13,28.53268,la갈비
la갈비,2026-05-14,28.61404,la갈비
la갈비,2026-05-15,31.43477,la갈비
la갈비,2026-05-16,32.41117,la갈비
la갈비,2026-05-17,32.00433,la갈비
la갈비,2026-05-18,33.03498,la갈비
la갈비,2026-05-19,31.81448,la갈비
la갈비,2026-05-20,33.25196,la갈비
la갈비,2026-05-21,34.41822,la갈비
mbp,2026-05-08,14.83407,mbp
mbp,2026-05-09,9.13818,mbp
mbp,2026-05-10,6.16641,mbp
mbp,2026-05-11,5.91877,mbp
mbp,2026-05-12,10.20307,mbp
mbp,2026-05-13,13.1996,mbp
mbp,2026-05-14,31.89697,mbp
mbp,2026-05-15,8.12283,mbp
mbp,2026-05-16,9.46012,mbp
mbp,2026-05-17,5.29965,mbp
mbp,2026-05-18,6.736,mbp
