date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-05-03,pm,rising,naver_top200,21.0,21-50,유산균,건강식품,건강식품,,Y,79.98068,43.4077
2026-05-03,pm,rising,naver_top200,22.0,21-50,맥심모카골드,브랜드상품,브랜드_완제품,,Y,48.58729,43.00202
2026-05-03,pm,rising,naver_top200,23.0,21-50,블루베리,21~50_전량수집,농산물,,N,87.10456,42.79918
2026-05-03,pm,rising,naver_top200,24.0,21-50,망고,21~50_전량수집,농산물,,N,60.54093,42.3935
2026-05-03,pm,rising,naver_top200,25.0,21-50,콘드로이친1200,브랜드상품,브랜드_완제품,,Y,80.4395,42.3935
2026-05-03,pm,rising,naver_top200,26.0,21-50,탄산수,브랜드상품,브랜드_완제품,,Y,53.23762,38.39779
2026-05-03,pm,rising,naver_top200,27.0,21-50,레몬즙,레몬_가공식품,가공식품,,N,49.16495,37.8453
2026-05-03,pm,rising,naver_top200,28.0,21-50,사과,21~50_전량수집,농산물,,N,75.94491,37.8453
2026-05-03,pm,rising,naver_top200,29.0,21-50,감자,21~50_전량수집,농산물,,N,47.34837,37.75322
2026-05-03,pm,rising,naver_top200,30.0,21-50,찹쌀누룽지과자,브랜드상품,브랜드_완제품,,Y,42.16232,37.75322
2026-05-03,pm,rising,naver_top200,31.0,21-50,코엔자임q10,브랜드상품,브랜드_완제품,,Y,100.0,46.09195
2026-05-03,pm,rising,naver_top200,32.0,21-50,꽃게,21~50_전량수집,수산물,,N,53.94938,45.63218
2026-05-03,pm,rising,naver_top200,33.0,21-50,멸균우유,브랜드상품,브랜드_완제품,,Y,22.48849,45.17241
2026-05-03,pm,rising,naver_top200,34.0,21-50,아몬드,21~50_전량수집,농산물,,N,30.00383,44.94252
2026-05-03,pm,rising,naver_top200,35.0,21-50,오렌지,21~50_전량수집,농산물,,N,24.5207,44.13793
2026-05-03,pm,rising,naver_top200,36.0,21-50,뉴케어구수한맛,브랜드상품,브랜드_완제품,,Y,42.15006,48.84318
2026-05-03,pm,rising,naver_top200,37.0,21-50,리포좀비타민c,브랜드상품,브랜드_완제품,,Y,100.0,48.84318
2026-05-03,pm,rising,naver_top200,38.0,21-50,명이나물,21~50_전량수집,농산물,,N,41.57592,48.45758
2026-05-03,pm,rising,naver_top200,39.0,21-50,계란,축산_가공식품,가공식품,,N,56.70164,47.94344
2026-05-03,pm,rising,naver_top200,40.0,21-50,구운계란,축산_가공식품,가공식품,,N,35.28014,47.68637
2026-05-03,pm,rising,naver_top200,41.0,21-50,스승의날선물,시즌_기념일,기념일,,Y,48.63954,52.45664
2026-05-03,pm,rising,naver_top200,42.0,21-50,오이,21~50_전량수집,농산물,,N,18.16532,52.31213
2026-05-03,pm,rising,naver_top200,43.0,21-50,카네이션쿠키,디저트/떡,가공식품,,N,9.56206,52.31213
2026-05-03,pm,rising,naver_top200,44.0,21-50,정관장,브랜드상품,브랜드_완제품,,Y,96.67012,51.30057
2026-05-03,pm,rising,naver_top200,45.0,21-50,두유,브랜드상품,브랜드_완제품,,Y,22.68722,50.72254
2026-05-03,pm,rising,naver_top200,46.0,21-50,그릭요거트,유제품,가공식품,,N,85.73596,41.16222
2026-05-03,pm,rising,naver_top200,47.0,21-50,병아리콩,21~50_전량수집,농산물,,N,61.72989,40.67796
2026-05-03,pm,rising,naver_top200,48.0,21-50,수박,21~50_전량수집,농산물,,N,55.56904,40.5569
2026-05-03,pm,rising,naver_top200,49.0,21-50,암꽃게,21~50_전량수집,수산물,,N,40.66767,40.31476
2026-05-03,pm,rising,naver_top200,50.0,21-50,누룽지,농산_가공식품,가공식품,,N,34.02124,39.8305
2026-05-03,pm,rising,naver_top200,51.0,51-100,쑥떡,디저트/떡,가공식품,,N,15.06936,39.44844
2026-05-03,pm,rising,naver_top200,52.0,51-100,락토핏유산균,브랜드상품,브랜드_완제품,,Y,20.89378,39.20863
2026-05-03,pm,rising,naver_top200,53.0,51-100,샤오커오라사탕,브랜드상품,브랜드_완제품,,Y,23.99661,39.20863
2026-05-03,pm,rising,naver_top200,54.0,51-100,수향미10kg,농산_가공식품,가공식품,,N,11.70178,38.96882
2026-05-03,pm,rising,naver_top200,55.0,51-100,엄나무순,Top200_확장후보,농산물,,N,24.25076,38.4892
2026-05-03,pm,rising,naver_top200,56.0,51-100,버터떡,디저트/떡,가공식품,,N,64.02196,37.67942
2026-05-03,pm,rising,naver_top200,57.0,51-100,카무트효소,건강식품,건강식품,,Y,42.84145,37.5598
2026-05-03,pm,rising,naver_top200,58.0,51-100,카라향,Top200_확장후보,농산물,,N,34.71516,37.44019
2026-05-03,pm,rising,naver_top200,59.0,51-100,땅콩버터,유제품,가공식품,,N,23.07481,36.96172
