product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
감자,2026-05-11,40215.1,46127.6,61200.0,11000.0,246230.0,385,377,8,8,10,3,73900.0,5500.0
고구마,2026-05-11,21821.5,22854.7,38000.0,9500.0,36500.0,165,163,2,2,2,1,38000.0,7000.0
냉동블루베리,2026-05-11,32475.8,32988.9,48500.0,15900.0,25906.5,1830,1687,143,27,61,5,73000.0,0.0
당근,2026-05-11,22935.9,22321.3,33300.0,5000.0,300950.0,359,348,11,11,27,5,34000.0,1190.0
딸기,2026-05-11,9582.9,8075.7,23000.0,1500.0,3244.0,150,140,10,4,4,3,24000.0,500.0
마늘쫑,2026-05-11,10957.7,12998.6,26000.0,1870.0,89608.6,905,693,212,31,62,4,185000.0,700.0
망고,2026-05-11,65492.1,46536.7,170000.0,26300.0,10912.0,317,291,26,9,14,4,170000.0,7000.0
매실,2026-05-11,800.0,800.0,800.0,800.0,50.0,1,1,0,1,1,1,800.0,800.0
방울토마토,2026-05-11,12534.8,12713.1,33500.0,3600.0,40547.0,450,442,8,12,19,5,41000.0,3000.0
복숭아,2026-05-11,26333.3,22200.0,48000.0,13000.0,12.5,3,3,0,2,2,2,48000.0,13000.0
블루베리,2026-05-11,32475.8,32988.9,48500.0,15900.0,25906.5,1830,1687,143,27,61,5,73000.0,0.0
사과,2026-05-11,43216.3,40467.7,121000.0,11000.0,3800.0,55,51,4,4,4,1,160600.0,7000.0
산딸기,2026-05-11,29826.7,30586.0,58000.0,8800.0,3311.1,252,245,7,12,26,4,69000.0,5500.0
수박,2026-05-11,21376.8,22084.8,45000.0,5000.0,446632.5,1385,1358,27,17,26,16,52000.0,2000.0
아몬드,2026-05-11,19339.0,19339.0,19339.0,19339.0,1.0,1,1,0,1,1,1,19339.0,19339.0
아보카도,2026-05-11,18591.8,18008.9,34944.0,15000.0,4630.4,76,68,8,9,11,3,79040.0,1000.0
양파,2026-05-11,7313.4,7440.0,12300.0,2200.0,1603585.0,1190,1169,21,24,39,9,14000.0,1000.0
오이,2026-05-11,20250.0,20951.6,21000.0,19500.0,310.0,2,2,0,2,2,2,21000.0,19500.0
참외,2026-05-11,23075.8,25094.6,44000.0,8000.0,263863.0,3993,3926,67,9,15,5,224000.0,4000.0
참외10kg,2026-05-11,23075.8,25094.6,44000.0,8000.0,263863.0,3993,3926,67,9,15,5,224000.0,4000.0
천혜향,2026-05-11,29555.6,22054.8,41000.0,16000.0,511.0,11,9,2,3,3,2,51000.0,15000.0
체리,2026-05-11,102388.4,106637.3,125000.0,55000.0,1610.0,66,64,2,7,8,2,168000.0,51000.0
카라향,2026-05-11,17132.2,18946.9,46000.0,5000.0,41957.0,382,373,9,19,29,5,54100.0,1700.0
키위,2026-05-11,42818.1,42022.8,48000.0,33000.0,14655.3,120,113,7,12,15,6,62000.0,0.0
토마토,2026-05-11,10282.8,11103.6,27300.0,2300.0,414186.5,4354,4257,97,27,48,11,960000.0,1000.0
햇감자,2026-05-11,40215.1,46127.6,61200.0,11000.0,246230.0,385,377,8,8,10,3,73900.0,5500.0
