product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num,row_order
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,,,평균,,2026,04/27,"5,683",2026-04-27,2026-04-27,5683.0,10597
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,,,평년,,2026,04/27,"5,536",2026-04-27,2026-04-27,5536.0,10605
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,경동,2026,04/27,"4,660",2026-04-27,2026-04-27,4660.0,10613
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,복조리,2026,04/27,"4,660",2026-04-27,2026-04-27,4660.0,10621
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,A-유통,2026,04/27,"8,490",2026-04-27,2026-04-27,8490.0,10629
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,B-유통,2026,04/27,"4,920",2026-04-27,2026-04-27,4920.0,10637
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,B`-유통,2026,04/27,"5,050",2026-04-27,2026-04-27,5050.0,10645
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,C-유통,2026,04/27,"6,980",2026-04-27,2026-04-27,6980.0,10653
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0,10661
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,I-유통,2026,04/27,"3,980",2026-04-27,2026-04-27,3980.0,10669
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),서울,L-유통,2026,04/27,"5,320",2026-04-27,2026-04-27,5320.0,10677
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),부산,부전,2026,04/27,"4,960",2026-04-27,2026-04-27,4960.0,10685
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),부산,A-유통,2026,04/27,"8,490",2026-04-27,2026-04-27,8490.0,10693
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),부산,D-유통,2026,04/27,"4,910",2026-04-27,2026-04-27,4910.0,10701
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),부산,H-유통,2026,04/27,"6,220",2026-04-27,2026-04-27,6220.0,10709
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),대구,칠성,2026,04/27,"6,000",2026-04-27,2026-04-27,6000.0,10717
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),대구,A-유통,2026,04/27,"8,490",2026-04-27,2026-04-27,8490.0,10725
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),대구,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0,10733
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),인천,현대,2026,04/27,"4,660",2026-04-27,2026-04-27,4660.0,10741
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),인천,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0,10749
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),광주,양동,2026,04/27,"5,000",2026-04-27,2026-04-27,5000.0,10757
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),광주,A-유통,2026,04/27,"8,490",2026-04-27,2026-04-27,8490.0,10765
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),광주,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0,10773
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),대전,역전,2026,04/27,"5,500",2026-04-27,2026-04-27,5500.0,10781
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),대전,A-유통,2026,04/27,"8,490",2026-04-27,2026-04-27,8490.0,10789
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),대전,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0,10797
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),울산,신정,2026,04/27,"5,000",2026-04-27,2026-04-27,5000.0,10805
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),울산,B-유통,2026,04/27,"4,980",2026-04-27,2026-04-27,4980.0,10813
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),세종,C-유통,2026,04/27,"6,980",2026-04-27,2026-04-27,6980.0,10821
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),수원,지동,2026,04/27,"5,000",2026-04-27,2026-04-27,5000.0,10829
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),수원,B-유통,2026,04/27,"4,850",2026-04-27,2026-04-27,4850.0,10837
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),성남,B-유통,2026,04/27,"4,980",2026-04-27,2026-04-27,4980.0,10845
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),고양,B-유통,2026,04/27,"3,980",2026-04-27,2026-04-27,3980.0,10853
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),고양,J-유통,2026,04/27,"4,920",2026-04-27,2026-04-27,4920.0,10861
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),용인,C-유통,2026,04/27,"6,980",2026-04-27,2026-04-27,6980.0,10869
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),춘천,중앙,2026,04/27,"5,000",2026-04-27,2026-04-27,5000.0,10877
