date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-05-21,pm,rising,naver_top200,21,21-50,올리브오일,21~50_전량수집,ingredient,오일/유지,N,86.71023,71.40468
2026-05-21,pm,rising,naver_top200,22,21-50,뉴케어구수한맛,21~50_전량수집,brand,브랜드/완제품,Y,44.34761,57.52508
2026-05-21,pm,rising,naver_top200,23,21-50,초당옥수수,21~50_전량수집,agri,시즌농산물,N,92.10844,70.06688
2026-05-21,pm,rising,naver_top200,24,21-50,찹쌀누룽지과자,21~50_전량수집,dessert,과자/간식,Y,38.6105,69.73244
2026-05-21,pm,rising,naver_top200,25,21-50,루테인,21~50_전량수집,health,영양제,Y,30.2348,68.56187
2026-05-21,pm,rising,naver_top200,26,21-50,카무트효소,21~50_전량수집,health,건강식품,Y,86.65146,62.10045
2026-05-21,pm,rising,naver_top200,27,21-50,포켓몬빵,21~50_전량수집,dessert,베이커리/디저트,Y,31.34537,62.10045
2026-05-21,pm,rising,naver_top200,28,21-50,탄산수,21~50_전량수집,processed,음료/차류,Y,32.87142,61.18721
2026-05-21,pm,rising,naver_top200,29,21-50,토마토,21~50_전량수집,agri,과채류,N,43.659,59.96955
2026-05-21,pm,rising,naver_top200,30,21-50,망고,21~50_전량수집,agri,농산물 원물,N,44.71145,58.44748
2026-05-21,pm,rising,naver_top200,31,21-50,구운계란,21~50_전량수집,processed,축산가공,N,12.11519,66.25659
2026-05-21,pm,rising,naver_top200,32,21-50,오이,21~50_전량수집,agri,과채류,N,12.64895,66.25659
2026-05-21,pm,rising,naver_top200,33,21-50,레몬즙,21~50_전량수집,processed,가공식품,N,11.50074,65.90509
2026-05-21,pm,rising,naver_top200,34,21-50,체리,21~50_전량수집,agri,과일,N,9.53326,64.14762
2026-05-21,pm,rising,naver_top200,35,21-50,파라다이스그레인,21~50_전량수집,health,건강식품,Y,31.64721,63.79613
2026-05-21,pm,rising,naver_top200,36,21-50,감자,21~50_전량수집,agri,뿌리채소,N,69.12507,56.94006
2026-05-21,pm,rising,naver_top200,37,21-50,야채도사,21~50_전량수집,brand,브랜드/완제품,Y,92.79304,55.99369
2026-05-21,pm,rising,naver_top200,38,21-50,맥심모카골드,21~50_전량수집,processed,가공식품,Y,56.0572,55.67823
2026-05-21,pm,rising,naver_top200,39,21-50,두유,21~50_전량수집,processed,음료/차류,Y,47.39203,55.04731
