product_name,reason
두유,excluded_or_not_target
유산균,excluded_or_not_target
탄산수,excluded_or_not_target
비타민c,excluded_or_not_target
루테인,excluded_or_not_target
멸균우유,excluded_or_not_target
그릭요거트,no_goods_code_match
찹쌀누룽지과자,excluded_or_not_target
구운계란,no_goods_code_match
밀키트,no_goods_code_match
하루견과,excluded_or_not_target
맥심모카골드,excluded_or_not_target
포켓몬빵,excluded_or_not_target
정관장,excluded_or_not_target
임박,excluded_or_not_target
카무트효소,excluded_or_not_target
초당옥수수,no_goods_code_match
야채도사,excluded_or_not_target
샤오커오라사탕,excluded_or_not_target
대패킹,excluded_or_not_target
진미채,no_goods_code_match
단백질음료,excluded_or_not_target
뉴케어구수한맛,excluded_or_not_target
양배추즙,no_goods_code_match
촉촉한황치즈칩,excluded_or_not_target
단백질쉐이크,excluded_or_not_target
카네이션쿠키,no_goods_code_match
콘드로이친1200,excluded_or_not_target
비에날17유산균,excluded_or_not_target
떡,no_goods_code_match
견과류,no_goods_code_match
버터,no_goods_code_match
알파cd,excluded_or_not_target
커큐민,excluded_or_not_target
냉면,no_goods_code_match
쑥떡,no_goods_code_match
조선호텔김치,excluded_or_not_target
밀크씨슬,excluded_or_not_target
알부민,excluded_or_not_target
프로폴리스,excluded_or_not_target
생수2l,excluded_or_not_target
cca주스,excluded_or_not_target
땅콩버터,no_goods_code_match
이클립스,excluded_or_not_target
락토핏유산균,excluded_or_not_target
닭다리살,no_goods_code_match
김치,no_goods_code_match
두쫀쿠,no_goods_code_match
마른오징어,no_goods_code_match
멜라토닌,excluded_or_not_target
시오콘부,no_goods_code_match
뼈엔엠비피mbp,excluded_or_not_target
삼다수,excluded_or_not_target
완두콩,no_goods_code_match
카누,excluded_or_not_target
라면,excluded_or_not_target
bnr17유산균,excluded_or_not_target
파라다이스그레인,excluded_or_not_target
베르베린,excluded_or_not_target
수향미10kg,no_goods_code_match
포스파티딜세린,excluded_or_not_target
노을멜론,no_goods_code_match
명가삼대떡집,excluded_or_not_target
커피믹스,excluded_or_not_target
오트밀,no_goods_code_match
컵라면,excluded_or_not_target
햇반,excluded_or_not_target
리포좀비타민c,excluded_or_not_target
맥심화이트골드,excluded_or_not_target
정관장에브리타임,excluded_or_not_target
루테인지아잔틴,excluded_or_not_target
비타민d,excluded_or_not_target
아르기닌,excluded_or_not_target
케라넷,excluded_or_not_target
수향미,no_goods_code_match
멀티비타민,excluded_or_not_target
명이나물,no_goods_code_match
코엔자임q10,excluded_or_not_target
곱창김,no_goods_code_match
스타벅스미니컵,excluded_or_not_target
궁채,no_goods_code_match
버터떡,no_goods_code_match
오쏘몰이뮨,excluded_or_not_target
낫또,no_goods_code_match
비타500,excluded_or_not_target
삼다수2l,excluded_or_not_target
고추장,no_goods_code_match
블루베리퓨레,no_goods_code_match
포카리스웨트,excluded_or_not_target
오이지오이,no_goods_code_match
비타민b,excluded_or_not_target
황태채,no_goods_code_match
뉴케어당플랜,excluded_or_not_target
애사비,excluded_or_not_target
강황가루,no_goods_code_match
두리안,no_goods_code_match
모짜렐라치즈,no_goods_code_match
질유산균,excluded_or_not_target
참치캔,excluded_or_not_target
코큐텐,excluded_or_not_target
글루타치온,excluded_or_not_target
반건조오징어,no_goods_code_match
g7블랙커피,excluded_or_not_target
고춧가루,no_goods_code_match
nmn영양제,excluded_or_not_target
생수500,excluded_or_not_target
고려은단비타민c1000,excluded_or_not_target
반숙란,no_goods_code_match
흑염소진액,excluded_or_not_target
올레샷,excluded_or_not_target
하스카프베리,excluded_or_not_target
국내산순살참돔,no_goods_code_match
돼지갈비,no_goods_code_match
센트롬,excluded_or_not_target
올리브유,no_goods_code_match
육포,no_goods_code_match
쏘팔메토,excluded_or_not_target
신비복숭아,no_goods_code_match
쑥개떡,no_goods_code_match
종합비타민,excluded_or_not_target
삼다수500ml,excluded_or_not_target
아몬드브리즈,excluded_or_not_target
캔커피,excluded_or_not_target
반찬,no_goods_code_match
프리바이오틱스,excluded_or_not_target
단백질바,no_goods_code_match
덴마크유산균,no_goods_code_match
창억호박인절미,excluded_or_not_target
테아닌,excluded_or_not_target
la갈비,no_goods_code_match
검은콩두유,excluded_or_not_target
기한,excluded_or_not_target
오란다,no_goods_code_match
네스프레소캡슐,excluded_or_not_target
답례품,excluded_or_not_target
소곱창,no_goods_code_match
다크초콜릿,no_goods_code_match
스승의날선물,no_goods_code_match
닭가슴살,no_goods_code_match
오메가3,no_goods_code_match
창억떡,no_goods_code_match
콘드로이친,no_goods_code_match
생수,no_goods_code_match
올리브오일,no_goods_code_match
레몬즙,no_goods_code_match
콜라겐,no_goods_code_match
뉴케어,no_goods_code_match
마그네슘,no_goods_code_match
