product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,raw_high_price,raw_low_price
감자,2026-05-11,감자,kg,46379.7,60000.0,12500.0,130258.0,236,230,6,5,62000.0,5500.0
감자,2026-05-11,햇감자,kg,44828.4,61000.0,11000.0,97700.0,104,100,4,1,63000.0,10000.0
감자,2026-05-11,감자(일반),kg,51716.7,61200.0,22000.0,18060.0,45,43,2,3,73900.0,16900.0
고구마,2026-05-11,고구마,kg,22854.7,38000.0,9500.0,36500.0,165,163,2,2,38000.0,7000.0
냉동블루베리,2026-05-11,블루베리,kg,33321.5,48800.0,16700.0,21523.5,1471,1418,53,27,73000.0,2300.0
냉동블루베리,2026-05-11,블루베리(국산),kg,33010.0,42000.0,20000.0,1804.0,110,107,3,4,48000.0,18000.0
냉동블루베리,2026-05-11,블루베리(일반),kg,3340.5,4300.0,2200.0,835.1,150,84,66,1,41900.0,0.0
냉동블루베리,2026-05-11,국산블루베리,kg,28363.6,39100.0,13600.0,805.0,57,55,2,1,40000.0,13500.0
냉동블루베리,2026-05-11,포도(블루베리),kg,33906.2,40000.0,29000.0,682.0,41,40,1,1,40000.0,24000.0
냉동블루베리,2026-05-11,블루베리(수입),kg,69680.0,69680.0,69680.0,3.0,1,1,0,1,69680.0,69680.0
당근,2026-05-11,당근,kg,21782.0,33300.0,6500.0,154460.0,140,129,11,7,34000.0,3000.0
당근,2026-05-11,당근(일반),kg,23975.9,31200.0,8000.0,108160.0,176,168,8,9,32500.0,1190.0
당근,2026-05-11,흙당근,kg,21049.2,30000.0,13500.0,28020.0,34,34,0,2,30000.0,13500.0
당근,2026-05-11,당근(당근),kg,21000.0,26000.0,17000.0,6000.0,8,8,0,1,26000.0,17000.0
당근,2026-05-11,당근(흙당근),kg,31000.0,31000.0,31000.0,200.0,1,1,0,1,31000.0,31000.0
딸기,2026-05-11,딸기,kg,3690.6,12500.0,1000.0,2332.0,75,73,2,2,14200.0,500.0
딸기,2026-05-11,골드베리,kg,18301.0,23000.0,9500.0,804.0,59,46,13,1,24000.0,2000.0
딸기,2026-05-11,금실(대야딸기),kg,5632.6,9000.0,2000.0,389.0,16,15,1,1,15800.0,2000.0
마늘쫑,2026-05-11,마늘쫑,kg,12787.1,26000.0,1820.0,83697.6,868,659,209,30,185000.0,700.0
마늘쫑,2026-05-11,마늘쫑(국내),kg,15064.7,20000.0,3500.0,4854.0,29,26,3,2,20200.0,2500.0
마늘쫑,2026-05-11,마늘(마늘쫑),kg,17330.0,18000.0,17000.0,1000.0,3,3,0,1,18000.0,17000.0
마늘쫑,2026-05-11,마늘쫑(기타),kg,19304.3,20000.0,18000.0,184.0,5,5,0,2,20000.0,18000.0
망고,2026-05-11,망고(일반),kg,30314.9,46000.0,7000.0,7430.0,154,154,0,1,46000.0,7000.0
망고,2026-05-11,망고(수입),kg,37566.7,42600.0,25800.0,2300.0,35,34,1,6,42600.0,25000.0
망고,2026-05-11,망고,kg,80603.6,170000.0,32300.0,2171.0,101,101,0,4,170000.0,32300.0
망고,2026-05-11,망고(국산),kg,128000.0,170000.0,90000.0,240.0,27,26,1,1,170000.0,85000.0
매실,2026-05-11,매실(일반),kg,800.0,800.0,800.0,50.0,1,1,0,1,800.0,800.0
방울토마토,2026-05-11,방울토마토,kg,12758.8,33500.0,3600.0,36314.0,406,398,8,10,41000.0,3000.0
방울토마토,2026-05-11,대추토마토,kg,14803.9,24600.0,8100.0,1945.0,29,27,2,1,25600.0,7200.0
방울토마토,2026-05-11,대추흑색,kg,10205.5,10500.0,7700.0,1590.0,7,7,0,1,10500.0,7700.0
방울토마토,2026-05-11,요요방울토마토,kg,8510.7,12000.0,5500.0,374.0,4,4,0,1,12000.0,5500.0
방울토마토,2026-05-11,방울토마토(요요),kg,10360.2,12000.0,9500.0,279.0,4,4,0,1,12000.0,9500.0
복숭아,2026-05-11,대극천,kg,17285.7,18000.0,13000.0,10.5,2,2,0,1,18000.0,13000.0
복숭아,2026-05-11,복숭아,kg,48000.0,48000.0,48000.0,2.0,1,1,0,1,48000.0,48000.0
블루베리,2026-05-11,블루베리,kg,33321.5,48800.0,16700.0,21523.5,1471,1418,53,27,73000.0,2300.0
블루베리,2026-05-11,블루베리(국산),kg,33010.0,42000.0,20000.0,1804.0,110,107,3,4,48000.0,18000.0
블루베리,2026-05-11,블루베리(일반),kg,3340.5,4300.0,2200.0,835.1,150,84,66,1,41900.0,0.0
블루베리,2026-05-11,국산블루베리,kg,28363.6,39100.0,13600.0,805.0,57,55,2,1,40000.0,13500.0
블루베리,2026-05-11,포도(블루베리),kg,33906.2,40000.0,29000.0,682.0,41,40,1,1,40000.0,24000.0
블루베리,2026-05-11,블루베리(수입),kg,69680.0,69680.0,69680.0,3.0,1,1,0,1,69680.0,69680.0
사과,2026-05-11,사과,kg,40467.7,121000.0,11000.0,3800.0,55,51,4,4,160600.0,7000.0
산딸기,2026-05-11,산딸기,kg,32247.6,58000.0,8800.0,2939.6,225,220,5,11,69000.0,7000.0
산딸기,2026-05-11,흑산딸기,kg,16840.5,21100.0,7000.0,342.0,25,23,2,2,21200.0,5500.0
산딸기,2026-05-11,산딸기(국산),kg,38000.0,38000.0,38000.0,11.0,1,1,0,1,38000.0,38000.0
산딸기,2026-05-11,산딸기(딸기),kg,11600.0,11600.0,11600.0,11.0,1,1,0,1,11600.0,11600.0
수박,2026-05-11,수박,kg,17398.5,50000.0,6000.0,98998.5,302,296,6,7,52000.0,3000.0
수박,2026-05-11,수박(BOX),kg,27051.2,46000.0,8000.0,83513.0,251,247,4,1,48000.0,5000.0
수박,2026-05-11,수박(BOX꼭지절단),kg,30001.5,45000.0,14000.0,63513.0,137,135,2,1,45000.0,8000.0
수박,2026-05-11,수박(일반),kg,15815.4,23000.0,5000.0,39814.0,115,110,5,4,27000.0,2000.0
수박,2026-05-11,수박(일반꼭지절단),kg,18260.9,31000.0,4000.0,35775.0,91,90,1,1,31500.0,4000.0
수박,2026-05-11,수박(박스),kg,19448.8,30000.0,8000.0,35408.0,120,116,4,1,36000.0,5000.0
수박,2026-05-11,포장수박,kg,27649.7,45000.0,9000.0,30907.0,168,162,6,7,46000.0,3000.0
수박,2026-05-11,수박(꼭지절단),kg,16869.9,27000.0,6000.0,11269.0,36,35,1,2,27000.0,5500.0
수박,2026-05-11,수박(짧은꼭지),kg,18293.6,23000.0,6000.0,10647.0,37,35,2,1,23200.0,5500.0
수박,2026-05-11,수박(꼭지 제거),kg,17040.9,26600.0,6800.0,10386.0,49,46,3,1,27000.0,3000.0
