product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
감자,2026-05-13,34711.6,41050.5,62000.0,8500.0,246250.0,327,319,8,9,11,3,63000.0,2500.0
고구마,2026-05-13,22344.8,24128.8,39000.0,11500.0,27500.0,98,96,2,2,2,1,40000.0,10000.0
냉동블루베리,2026-05-13,32120.8,32425.1,51000.0,17200.0,25293.7,1723,1597,126,27,58,5,276000.0,1500.0
당근,2026-05-13,22078.9,22682.7,32000.0,8000.0,229575.0,299,289,10,12,23,4,50000.0,3000.0
딸기,2026-05-13,10561.0,9961.8,21000.0,2000.0,1914.0,93,87,6,5,5,4,21000.0,1000.0
마늘쫑,2026-05-13,10749.7,13675.4,25000.0,2000.0,37800.0,484,411,73,30,60,4,186900.0,890.0
망고,2026-05-13,61581.6,45760.5,160000.0,30000.0,6052.0,215,190,25,12,15,4,170000.0,6000.0
방울토마토,2026-05-13,13685.7,12996.0,41000.0,3600.0,33122.0,379,371,8,10,17,3,55000.0,2000.0
복숭아,2026-05-13,23666.7,17869.6,51000.0,8000.0,11.5,3,3,0,2,2,1,51000.0,8000.0
블루베리,2026-05-13,32120.8,32425.1,51000.0,17200.0,25293.7,1723,1597,126,27,58,5,276000.0,1500.0
사과,2026-05-13,54251.9,53393.2,122600.0,23400.0,3400.0,29,27,2,3,3,1,153000.0,16100.0
산딸기,2026-05-13,28420.1,30269.3,52000.0,8300.0,2815.3,235,229,6,12,22,4,67000.0,6000.0
수박,2026-05-13,20324.8,21086.8,48000.0,4000.0,319089.5,903,880,23,16,23,15,78000.0,2500.0
아보카도,2026-05-13,19571.4,19716.2,20000.0,18000.0,296.0,14,14,0,2,2,1,20000.0,18000.0
아스파라거스,2026-05-13,4383.3,4800.0,5800.0,3000.0,31.0,6,6,0,2,2,2,5800.0,3000.0
오이,2026-05-13,19350.0,19016.7,19700.0,19000.0,210.0,2,2,0,2,2,2,19700.0,19000.0
참외,2026-05-13,22244.7,24303.0,41900.0,6000.0,190270.0,3373,3302,71,9,15,5,50500.0,2500.0
참외10kg,2026-05-13,22244.7,24303.0,41900.0,6000.0,190270.0,3373,3302,71,9,15,5,50500.0,2500.0
청국장,2026-05-13,13825.0,13825.0,14000.0,13650.0,8.0,2,2,0,2,2,1,14000.0,13650.0
체리,2026-05-13,101125.0,101847.3,120000.0,65000.0,2390.0,89,88,1,9,11,4,150000.0,65000.0
카라향,2026-05-13,17175.5,20277.1,46000.0,5000.0,30879.0,307,298,9,16,27,3,8800000.0,3000.0
키위,2026-05-13,41776.5,40936.9,51000.0,23000.0,5997.7,86,85,1,7,9,5,51000.0,10000.0
토마토,2026-05-13,10266.1,11115.1,27500.0,2000.0,284337.0,3223,3181,42,26,46,12,7000000.0,0.0
