product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),제주,동문,2026,04/30,500,2026-04-30,2026-04-30,500.0
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),제주,동문,2026,04/30,500,2026-04-30,2026-04-30,500.0
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,04/30,900,2026-04-30,2026-04-30,900.0
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,04/30,532,2026-04-30,2026-04-30,532.0
감자,wholesale,100,152,01,04,감자,수미(노지),상품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,01,05,감자,수미(노지),중품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,01,08,감자,수미(노지),무농약,,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,04/30,"81,000",2026-04-30,2026-04-30,81000.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,04/30,"73,400",2026-04-30,2026-04-30,73400.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,04/30,"3,990",2026-04-30,2026-04-30,3990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,04/30,"4,160",2026-04-30,2026-04-30,4160.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,04/30,"3,990",2026-04-30,2026-04-30,3990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,04/30,"4,160",2026-04-30,2026-04-30,4160.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,04/30,"34,000",2026-04-30,2026-04-30,34000.0
고구마,wholesale,100,151,00,05,고구마,밤,중품,10kg,고구마,밤(10kg),대전,오정도매,2026,04/30,"29,000",2026-04-30,2026-04-30,29000.0
고구마,wholesale,100,151,00,07,고구마,밤,유기농,,고구마,밤(10kg),대전,오정도매,2026,04/30,"34,000",2026-04-30,2026-04-30,34000.0
고구마,wholesale,100,151,00,08,고구마,밤,무농약,,고구마,밤(10kg),대전,오정도매,2026,04/30,"29,000",2026-04-30,2026-04-30,29000.0
고등어,retail,600,611,03,05,고등어,국산(염장),중품,1손,고등어,국산(염장)(.5손),제주,E-유통,2026,04/30,"4,960",2026-04-30,2026-04-30,4960.0
