product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
감자,2026-05-21,24936.6,27963.9,46500.0,5500.0,123710.0,223,216,7,9,11,3,49000.0,3000.0
고구마,2026-05-21,21271.9,23177.6,33000.0,8000.0,17160.0,65,64,1,2,2,1,35000.0,8000.0
냉동블루베리,2026-05-21,28872.2,31419.2,54400.0,13000.0,30052.4,1800,1653,147,29,63,5,126000.0,1600.0
당근,2026-05-21,19501.6,19449.0,30000.0,8000.0,211280.0,211,193,18,11,17,3,32700.0,500.0
딸기,2026-05-21,11484.1,11988.8,24000.0,1900.0,2173.0,93,88,5,4,4,4,24000.0,1000.0
마늘쫑,2026-05-21,10897.7,11585.0,28000.0,1800.0,10604.4,174,149,25,23,41,3,210000.0,800.0
망고,2026-05-21,50969.9,37000.6,160000.0,11000.0,13138.0,356,351,5,13,20,7,170000.0,3000.0
매실,2026-05-21,16875.0,17333.3,30000.0,5000.0,480.0,8,8,0,2,2,1,30000.0,5000.0
멜론,2026-05-21,35020.0,37886.0,39000.0,23000.0,823.0,5,5,0,2,2,1,39000.0,23000.0
방울토마토,2026-05-21,14167.5,13965.2,38000.0,4500.0,30308.0,312,305,7,13,18,4,52000.0,2000.0
블루베리,2026-05-21,28872.2,31419.2,54400.0,13000.0,30052.4,1800,1653,147,29,63,5,126000.0,1600.0
사과,2026-05-21,31497.1,31399.7,55000.0,11000.0,10220.0,36,34,2,2,2,1,60000.0,10000.0
산딸기,2026-05-21,25447.7,27432.4,62000.0,6500.0,1570.5,159,155,4,12,27,4,77000.0,5600.0
수박,2026-05-21,19033.2,20281.0,44000.0,5000.0,346483.5,989,969,20,11,20,16,55000.0,2000.0
아보카도,2026-05-21,25308.7,21527.3,33600.0,15300.0,2665.5,49,46,3,8,9,3,37800.0,1470.0
양파,2026-05-21,7162.0,7632.0,11500.0,2500.0,769949.0,498,486,12,20,29,8,16640.0,1100.0
오렌지,2026-05-21,70000.0,63454.5,78000.0,62000.0,165.0,2,2,0,1,1,1,78000.0,62000.0
오이,2026-05-21,16000.0,16000.0,16000.0,16000.0,150.0,1,1,0,1,1,1,16000.0,16000.0
죽순,2026-05-21,16419.3,14498.7,24200.0,3600.0,422.0,27,21,6,3,4,2,24500.0,1500.0
참기름,2026-05-21,139000.0,124837.2,160000.0,118000.0,129.0,2,2,0,1,1,2,160000.0,118000.0
참외,2026-05-21,24658.2,26917.2,48000.0,10000.0,164405.0,2855,2815,40,9,15,6,53500.0,6000.0
참외10kg,2026-05-21,24658.2,26917.2,48000.0,10000.0,164405.0,2855,2815,40,9,15,6,53500.0,6000.0
체리,2026-05-21,132571.4,131287.5,145000.0,123000.0,800.0,39,28,11,4,4,3,145600.0,20000.0
토마토,2026-05-21,11084.9,12569.1,27500.0,2000.0,224794.5,2330,2298,32,26,46,10,100000.0,1000.0
햇감자,2026-05-21,24936.6,27963.9,46500.0,5500.0,123710.0,223,216,7,9,11,3,49000.0,3000.0
햇마늘,2026-05-21,32160.0,32160.0,32160.0,32160.0,20.0,1,1,0,1,1,1,32160.0,32160.0
