product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,raw_high_price,raw_low_price
감자,2026-05-16,햇감자,kg,43814.5,56500.0,9000.0,101580.0,68,63,5,1,59000.0,3000.0
감자,2026-05-16,감자,kg,32991.6,54000.0,8000.0,97960.0,157,152,5,5,55000.0,3000.0
감자,2026-05-16,감자(일반),kg,36439.9,51000.0,8500.0,5360.0,35,32,3,3,52000.0,5800.0
고구마,2026-05-16,고구마,kg,20053.2,30000.0,7000.0,22190.0,65,64,1,2,31000.0,7000.0
냉동블루베리,2026-05-16,블루베리,kg,29974.0,49000.0,15000.0,25642.8,1680,1618,62,26,251001.0,2700.0
냉동블루베리,2026-05-16,블루베리(국산),kg,30717.0,42000.0,20000.0,1266.0,99,93,6,4,45000.0,3400.0
냉동블루베리,2026-05-16,블루베리(일반),kg,3821.4,16000.0,2100.0,981.0,123,86,37,2,38000.0,2100.0
냉동블루베리,2026-05-16,국산블루베리,kg,27345.9,35000.0,17300.0,604.0,52,50,2,1,36100.0,17000.0
냉동블루베리,2026-05-16,포도(블루베리),kg,30208.3,39000.0,25000.0,456.0,31,29,2,1,43000.0,20000.0
냉동블루베리,2026-05-16,블루베리(수입),kg,3510.2,4000.0,3100.0,49.0,4,4,0,1,4000.0,3100.0
당근,2026-05-16,당근,kg,19885.4,31000.0,7500.0,88240.0,134,127,7,7,31000.0,3000.0
당근,2026-05-16,당근(일반),kg,20698.2,26000.0,9000.0,29200.0,33,31,2,4,26000.0,2000.0
딸기,2026-05-16,골드베리,kg,15046.2,22000.0,7000.0,930.0,46,43,3,1,23000.0,3000.0
딸기,2026-05-16,딸기,kg,4011.4,4500.0,3500.0,44.0,3,3,0,1,4500.0,3500.0
딸기,2026-05-16,금실(대야딸기),kg,2433.3,3600.0,2100.0,9.0,2,2,0,1,3600.0,2100.0
딸기,2026-05-16,신데렐라,kg,6000.0,6000.0,6000.0,2.0,1,1,0,1,6000.0,6000.0
마늘쫑,2026-05-16,마늘쫑,kg,10697.2,40000.0,1800.0,33733.3,447,399,48,26,185000.0,750.0
마늘쫑,2026-05-16,마늘쫑(국내),kg,16667.2,24300.0,3600.0,1310.0,9,8,1,2,24300.0,3200.0
마늘쫑,2026-05-16,마늘쫑(기타),kg,20000.0,20000.0,20000.0,144.0,3,3,0,2,20000.0,20000.0
망고,2026-05-16,망고(일반),kg,35036.2,44500.0,27000.0,2140.0,48,47,1,1,300000.0,27000.0
망고,2026-05-16,망고(수입),kg,31962.4,42000.0,18000.0,2130.0,51,49,2,8,44000.0,15000.0
망고,2026-05-16,망고,kg,57072.6,150000.0,26000.0,992.0,61,59,2,5,160000.0,22600.0
망고,2026-05-16,망고(국산),kg,111337.2,160000.0,60000.0,172.0,27,26,1,1,160000.0,50000.0
망고,2026-05-16,애플망고(망고),kg,90000.0,90000.0,90000.0,90.0,12,12,0,1,90000.0,90000.0
망고,2026-05-16,애플망고,kg,87200.0,92000.0,80000.0,15.0,2,2,0,1,92000.0,80000.0
매실,2026-05-16,매실,kg,3000.0,3000.0,3000.0,70.0,1,1,0,1,3000.0,3000.0
방울토마토,2026-05-16,방울토마토,kg,12930.9,42000.0,4000.0,33171.0,361,352,9,9,51000.0,2000.0
방울토마토,2026-05-16,대추토마토,kg,22198.6,30000.0,12000.0,1740.0,27,26,1,1,30000.0,7200.0
방울토마토,2026-05-16,대추흑색,kg,9616.7,9700.0,7700.0,480.0,2,2,0,1,9700.0,7700.0
방울토마토,2026-05-16,요요방울토마토,kg,9008.7,12000.0,5500.0,344.0,4,4,0,1,12000.0,5500.0
복숭아,2026-05-16,복숭아기타,kg,50000.0,50000.0,50000.0,3.0,1,1,0,1,50000.0,50000.0
블루베리,2026-05-16,블루베리,kg,29974.0,49000.0,15000.0,25642.8,1680,1618,62,26,251001.0,2700.0
블루베리,2026-05-16,블루베리(국산),kg,30717.0,42000.0,20000.0,1266.0,99,93,6,4,45000.0,3400.0
블루베리,2026-05-16,블루베리(일반),kg,3821.4,16000.0,2100.0,981.0,123,86,37,2,38000.0,2100.0
블루베리,2026-05-16,국산블루베리,kg,27345.9,35000.0,17300.0,604.0,52,50,2,1,36100.0,17000.0
블루베리,2026-05-16,포도(블루베리),kg,30208.3,39000.0,25000.0,456.0,31,29,2,1,43000.0,20000.0
블루베리,2026-05-16,블루베리(수입),kg,3510.2,4000.0,3100.0,49.0,4,4,0,1,4000.0,3100.0
사과,2026-05-16,사과,kg,58671.9,102000.0,25600.0,1670.0,23,21,2,2,120000.0,10500.0
산딸기,2026-05-16,산딸기,kg,31805.5,57000.0,6000.0,2750.8,200,194,6,11,65000.0,3000.0
