product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),창원,상남,2026,05/11,440,2026-05-11,2026-05-11,440.0
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),창원,상남,2026,05/11,440,2026-05-11,2026-05-11,440.0
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/15,800,2026-05-15,2026-05-15,800.0
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/15,-,2026-05-15,2026-05-15,
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/15,"62,400",2026-05-15,2026-05-15,62400.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/15,"53,000",2026-05-15,2026-05-15,53000.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,05/15,"7,990",2026-05-15,2026-05-15,7990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,05/15,"4,330",2026-05-15,2026-05-15,4330.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,05/15,"7,990",2026-05-15,2026-05-15,7990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,05/15,"4,330",2026-05-15,2026-05-15,4330.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/15,"41,400",2026-05-15,2026-05-15,41400.0
고구마,wholesale,100,151,00,05,고구마,밤,중품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/15,"34,800",2026-05-15,2026-05-15,34800.0
고구마,wholesale,100,151,00,07,고구마,밤,유기농,,고구마,밤(10kg),대전,오정도매,2026,05/15,"41,400",2026-05-15,2026-05-15,41400.0
고구마,wholesale,100,151,00,08,고구마,밤,무농약,,고구마,밤(10kg),대전,오정도매,2026,05/15,"34,800",2026-05-15,2026-05-15,34800.0
당근,retail,200,232,01,04,당근,무세척,상품,1kg,당근,무세척(1kg),제주,E-유통,2026,05/15,"4,500",2026-05-15,2026-05-15,4500.0
당근,retail,200,232,01,05,당근,무세척,중품,1kg,당근,무세척(1kg),제주,E-유통,2026,05/06,"4,660",2026-05-06,2026-05-06,4660.0
당근,wholesale,200,232,01,04,당근,무세척,상품,20kg,당근,무세척(20kg),대전,오정도매,2026,05/15,"29,500",2026-05-15,2026-05-15,29500.0
당근,wholesale,200,232,01,05,당근,무세척,중품,20kg,당근,무세척(20kg),대전,오정도매,2026,05/15,"25,500",2026-05-15,2026-05-15,25500.0
당근,wholesale,200,232,10,05,당근,세척(수입),중품,10kg,당근,세척(수입)(10kg),대전,오정도매,2026,05/15,"8,830",2026-05-15,2026-05-15,8830.0
딸기,retail,200,226,00,04,딸기,딸기,상품,100g,딸기,딸기(100g),제주,E-유통,2026,05/15,-,2026-05-15,2026-05-15,
딸기,retail,200,226,00,05,딸기,딸기,중품,100g,딸기,딸기(100g),제주,동문,2026,05/13,900,2026-05-13,2026-05-13,900.0
딸기,retail,200,226,00,07,딸기,딸기,유기농,,딸기,딸기(100g),제주,E-유통,2026,05/15,-,2026-05-15,2026-05-15,
딸기,retail,200,226,00,08,딸기,딸기,무농약,,딸기,딸기(100g),제주,동문,2026,05/13,900,2026-05-13,2026-05-13,900.0
땅콩,retail,300,314,01,04,땅콩,국산,상품,100g,땅콩,국산(100g),제주,E-유통,2026,05/15,"3,800",2026-05-15,2026-05-15,3800.0
땅콩,retail,300,314,02,05,땅콩,수입,중품,100g,땅콩,수입(100g),제주,E-유통,2026,05/15,"1,990",2026-05-15,2026-05-15,1990.0
땅콩,wholesale,300,314,01,04,땅콩,국산,상품,30kg,땅콩,국산(30kg),대전,역전,2026,05/15,"450,000",2026-05-15,2026-05-15,450000.0
망고,retail,400,428,00,04,망고,수입,상품,1개,망고,수입(1개),제주,E-유통,2026,05/15,"4,990",2026-05-15,2026-05-15,4990.0
망고,wholesale,400,428,00,04,망고,수입,상품,5kg,망고,수입(5kg),대전,오정도매,2026,05/15,"43,000",2026-05-15,2026-05-15,43000.0
망고,wholesale,400,428,00,05,망고,수입,중품,5kg,망고,수입(5kg),대전,오정도매,2026,05/15,"40,000",2026-05-15,2026-05-15,40000.0
방울토마토,retail,200,422,01,04,방울토마토,방울토마토,상품,1kg,방울토마토,방울토마토(1kg),김해,A-유통,2026,05/15,-,2026-05-15,2026-05-15,
방울토마토,retail,200,422,01,07,방울토마토,방울토마토,유기농,,방울토마토,방울토마토(1kg),김해,A-유통,2026,05/15,-,2026-05-15,2026-05-15,
방울토마토,retail,200,422,02,04,방울토마토,대추방울토마토,상품,1kg,방울토마토,대추방울토마토(1kg),제주,E-유통,2026,05/15,"3,960",2026-05-15,2026-05-15,3960.0
방울토마토,wholesale,200,422,02,04,방울토마토,대추방울토마토,상품,1kg,방울토마토,대추방울토마토(1kg),대전,오정도매,2026,05/15,"5,200",2026-05-15,2026-05-15,5200.0
방울토마토,wholesale,200,422,02,05,방울토마토,대추방울토마토,중품,1kg,방울토마토,대추방울토마토(1kg),대전,오정도매,2026,05/15,"4,460",2026-05-15,2026-05-15,4460.0
사과,retail,400,411,05,04,사과,후지,상품,10개,사과,후지(10개),제주,E-유통,2026,05/15,"21,400",2026-05-15,2026-05-15,21400.0
사과,retail,400,411,05,05,사과,후지,중품,10개,사과,후지(10개),제주,E-유통,2026,05/15,-,2026-05-15,2026-05-15,
사과,retail,400,411,05,07,사과,후지,유기농,,사과,후지(10개),제주,E-유통,2026,05/15,"21,400",2026-05-15,2026-05-15,21400.0
사과,retail,400,411,05,08,사과,후지,무농약,,사과,후지(10개),제주,E-유통,2026,05/15,-,2026-05-15,2026-05-15,
