product_name,period,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-19,47.86476,bnr17유산균
bnr17유산균,2026-04-20,37.01067,bnr17유산균
bnr17유산균,2026-04-21,44.48398,bnr17유산균
bnr17유산균,2026-04-22,26.86832,bnr17유산균
bnr17유산균,2026-04-23,23.84341,bnr17유산균
bnr17유산균,2026-04-24,48.39857,bnr17유산균
bnr17유산균,2026-04-25,28.64768,bnr17유산균
bnr17유산균,2026-04-26,87.18861,bnr17유산균
bnr17유산균,2026-04-27,32.74021,bnr17유산균
bnr17유산균,2026-04-28,38.43416,bnr17유산균
bnr17유산균,2026-04-29,36.6548,bnr17유산균
bnr17유산균,2026-04-30,34.6975,bnr17유산균
bnr17유산균,2026-05-01,40.03558,bnr17유산균
bnr17유산균,2026-05-02,29.7153,bnr17유산균
cca주스,2026-04-19,41.28113,cca주스
cca주스,2026-04-20,43.95017,cca주스
cca주스,2026-04-21,41.63701,cca주스
cca주스,2026-04-22,36.12099,cca주스
cca주스,2026-04-23,33.09608,cca주스
cca주스,2026-04-24,37.18861,cca주스
cca주스,2026-04-25,25.62277,cca주스
cca주스,2026-04-26,84.6975,cca주스
cca주스,2026-04-27,41.28113,cca주스
cca주스,2026-04-28,37.72241,cca주스
cca주스,2026-04-29,44.12811,cca주스
cca주스,2026-04-30,34.87544,cca주스
cca주스,2026-05-01,37.18861,cca주스
cca주스,2026-05-02,38.79003,cca주스
la갈비,2026-04-19,38.32487,la갈비
la갈비,2026-04-20,62.18274,la갈비
la갈비,2026-04-21,58.62944,la갈비
la갈비,2026-04-22,55.83756,la갈비
la갈비,2026-04-23,38.07106,la갈비
la갈비,2026-04-24,51.26903,la갈비
la갈비,2026-04-25,46.95431,la갈비
la갈비,2026-04-26,100,la갈비
la갈비,2026-04-27,91.87817,la갈비
la갈비,2026-04-28,68.78172,la갈비
la갈비,2026-04-29,77.15736,la갈비
la갈비,2026-04-30,38.57868,la갈비
la갈비,2026-05-01,23.85786,la갈비
la갈비,2026-05-02,41.87817,la갈비
mbp,2026-04-19,37.66519,mbp
mbp,2026-04-20,55.28634,mbp
mbp,2026-04-21,38.32599,mbp
mbp,2026-04-22,36.78414,mbp
mbp,2026-04-23,28.85462,mbp
mbp,2026-04-24,51.10132,mbp
mbp,2026-04-25,27.53303,mbp
mbp,2026-04-26,82.37885,mbp
mbp,2026-04-27,40.30837,mbp
mbp,2026-04-28,32.81938,mbp
mbp,2026-04-29,34.36123,mbp
mbp,2026-04-30,29.51541,mbp
mbp,2026-05-01,40.30837,mbp
mbp,2026-05-02,44.05286,mbp
nmn영양제,2026-04-19,21.49837,nmn영양제
nmn영양제,2026-04-20,17.26384,nmn영양제
nmn영양제,2026-04-21,18.8925,nmn영양제
nmn영양제,2026-04-22,25.40716,nmn영양제
nmn영양제,2026-04-23,20.19543,nmn영양제
nmn영양제,2026-04-24,10.58631,nmn영양제
nmn영양제,2026-04-25,20.03257,nmn영양제
nmn영양제,2026-04-26,28.66449,nmn영양제
nmn영양제,2026-04-27,19.54397,nmn영양제
nmn영양제,2026-04-28,16.93811,nmn영양제
nmn영양제,2026-04-29,20.52117,nmn영양제
