date,rank,product_name,slot,search_ratio,shopping_ratio
2026-05-02,1,쌀20kg,pm,20.31837,48.77764
2026-05-02,2,닭가슴살,pm,44.32898,41.67636
2026-05-02,3,쌀10kg,pm,20.15255,40.80325
2026-05-02,4,오메가3,pm,61.19831,35.68102
2026-05-02,5,참외,pm,30.07959,35.38998
2026-05-02,6,콜라겐,pm,9.48962,46.54895
2026-05-02,7,어버이날선물,pm,93.94412,46.22792
2026-05-02,8,창억떡,pm,84.88111,43.98073
2026-05-02,9,마늘쫑,pm,12.32506,43.65971
2026-05-02,10,콘드로이친,pm,26.54908,43.17817
2026-05-02,11,올리브오일,pm,10.22517,49.07235
2026-05-02,12,뉴케어,pm,10.4867,44.89795
2026-05-02,13,찹쌀누룽지과자,pm,4.4747,42.30055
2026-05-02,14,사과,pm,6.93372,42.20779
2026-05-02,15,촉촉한황치즈칩,pm,28.6056,41.83673
2026-05-02,16,루테인,pm,20.30038,40.625
2026-05-02,17,마그네슘,pm,44.41214,40.07352
2026-05-02,18,생수,pm,27.81007,39.0625
2026-05-02,19,감자,pm,22.15762,36.48897
2026-05-02,20,카무트효소,pm,84.41537,36.02941
