date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-05-17,pm,rising,naver_top200,쌀,쌀,77,51-100,167.0,90.0,up,▲ 90단계,N,N,2026-05-16,pm,167.0,1.0,7,14,25,60,167,50.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 25일 연속 등장,WARMING,high,관찰 강화,"쌀은 관심 형성 구간에 있는 후보입니다. 현재 77위이며, 순위 변화는 ▲ 90단계입니다.",grain,쌀,농산물,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,다슬기,다슬기,65,51-100,152.0,87.0,up,▲ 87단계,N,N,2026-05-16,pm,152.0,1.0,5,7,4,65,184,88.0,NAVER_WARMING_FAST,85.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 4일 연속 등장,WARMING,high,관찰 강화,"다슬기은 관심 형성 구간에 있는 후보입니다. 현재 65위이며, 순위 변화는 ▲ 87단계입니다.",seafood,패류,수산물,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,호두,호두,70,51-100,121.0,51.0,up,▲ 51단계,N,N,2026-05-16,pm,121.0,1.0,6,13,2,70,182,51.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장,WARMING,high,관찰 강화,"호두은 관심 형성 구간에 있는 후보입니다. 현재 70위이며, 순위 변화는 ▲ 51단계입니다.",agri,견과류,농산물,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,누룽지,누룽지,86,51-100,199.0,113.0,up,▲ 113단계,N,N,2026-05-16,pm,199.0,1.0,7,14,25,42,199,25.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 25일 연속 등장,WARMING,high,관찰 강화,"누룽지은 관심 형성 구간에 있는 후보입니다. 현재 86위이며, 순위 변화는 ▲ 113단계입니다.",processed,가공식품,가공식품,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,오이지오이,오이지오이,88,51-100,192.0,104.0,up,▲ 104단계,N,N,2026-05-16,pm,192.0,1.0,7,13,10,88,197,28.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 10일 연속 등장,WARMING,high,관찰 강화,"오이지오이은 관심 형성 구간에 있는 후보입니다. 현재 88위이며, 순위 변화는 ▲ 104단계입니다.",processed,김치/절임,가공식품,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,냉면,냉면,23,21-50,51.0,28.0,up,▲ 28단계,N,N,2026-05-16,pm,51.0,1.0,7,12,7,23,184,18.0,NAVER_RISING_FAST,83.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 7일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"냉면은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 23위이며, 최근 7일 중 7일 등장했습니다.",processed,간편식/반찬,가공식품,N,,21~50_전량수집
2026-05-17,pm,rising,naver_top200,냉동블루베리,냉동블루베리,33,21-50,50.0,17.0,up,▲ 17단계,N,N,2026-05-16,pm,50.0,1.0,7,14,25,33,68,29.0,NAVER_RISING_FAST,82.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 25일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"냉동블루베리은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 33위이며, 최근 7일 중 7일 등장했습니다.",processed,가공식품,가공식품,N,,21~50_전량수집
2026-05-17,pm,rising,naver_top200,아스파라거스,아스파라거스,91,51-100,197.0,106.0,up,▲ 106단계,N,N,2026-05-16,pm,197.0,1.0,5,5,2,91,197,106.0,NAVER_WARMING_FAST,81.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장,WARMING,high,관찰 강화,"아스파라거스은 관심 형성 구간에 있는 후보입니다. 현재 91위이며, 순위 변화는 ▲ 106단계입니다.",agri,농산물 원물,농산물,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,마른오징어,마른오징어,87,51-100,111.0,24.0,up,▲ 24단계,N,N,2026-05-16,pm,111.0,1.0,6,12,3,27,140,53.0,NAVER_WARMING_FAST,78.0,중위권 관심 형성 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 3일 연속 등장,WARMING,high,관찰 강화,"마른오징어은 관심 형성 구간에 있는 후보입니다. 현재 87위이며, 순위 변화는 ▲ 24단계입니다.",seafood,건어물,가공식품,N,,Top200_확장후보
2026-05-17,pm,rising,naver_top200,오이,오이,28,21-50,49.0,21.0,up,▲ 21단계,N,N,2026-05-16,pm,49.0,1.0,7,14,25,22,49,6.0,NAVER_RISING_FAST,77.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 7일 중 7일 등장 · 25일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"오이은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 28위이며, 최근 7일 중 7일 등장했습니다.",agri,과채류,농산물,N,,21~50_전량수집
